idx,output_color,template,features
248,3,"(1, 1, 1, 1)","{'mode_nz': 3, 'least_nz': 6, 'mode_all': 0, 'center': 0, 'tl': 3, 'tr': 0, 'bl': 3, 'br': 0, 'bbox_tl': 3, 'bbox_tr': 0, 'bbox_bl': 3, 'bbox_br': 0, 'bbox_center': 0, 'color3_count': 30, 'color3_bbox_h': 10, 'color3_bbox_w': 7, 'color6_count': 8, 'color6_bbox_h': 3, 'color6_bbox_w': 3}"
249,9,"(1, 1, 1, 1)","{'mode_nz': 9, 'least_nz': 7, 'mode_all': 0, 'center': 7, 'tl': 0, 'tr': 0, 'bl': 9, 'br': 0, 'bbox_tl': 9, 'bbox_tr': 0, 'bbox_bl': 9, 'bbox_br': 0, 'bbox_center': 9, 'color7_count': 16, 'color7_bbox_h': 5, 'color7_bbox_w': 5, 'color9_count': 22, 'color9_bbox_h': 8, 'color9_bbox_w': 5}"
250,5,"(1, 1, 1, 1)","{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'center': 5, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 8, 'bbox_tl': 5, 'bbox_tr': 0, 'bbox_bl': 0, 'bbox_br': 8, 'bbox_center': 0, 'color5_count': 24, 'color5_bbox_h': 8, 'color5_bbox_w': 6, 'color8_count': 12, 'color8_bbox_h': 4, 'color8_bbox_w': 4}"
251,8,"(1, 1, 1, 1)","{'mode_nz': 8, 'least_nz': 2, 'mode_all': 0, 'center': 0, 'tl': 8, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_tl': 8, 'bbox_tr': 0, 'bbox_bl': 0, 'bbox_br': 2, 'bbox_center': 8, 'color2_count': 8, 'color2_bbox_h': 3, 'color2_bbox_w': 3, 'color8_count': 22, 'color8_bbox_h': 8, 'color8_bbox_w': 5}"
252,2,"(1, 1, 1, 1)","{'mode_nz': 2, 'least_nz': 5, 'mode_all': 0, 'center': 5, 'tl': 2, 'tr': 2, 'bl': 0, 'br': 0, 'bbox_tl': 2, 'bbox_tr': 2, 'bbox_bl': 5, 'bbox_br': 0, 'bbox_center': 0, 'color2_count': 22, 'color2_bbox_h': 3, 'color2_bbox_w': 10, 'color5_count': 14, 'color5_bbox_h': 3, 'color5_bbox_w': 6}"
253,3,"(1, 1, 1, 1)","{'mode_nz': 3, 'least_nz': 6, 'mode_all': 0, 'center': 0, 'tl': 3, 'tr': 0, 'bl': 3, 'br': 0, 'bbox_tl': 3, 'bbox_tr': 0, 'bbox_bl': 3, 'bbox_br': 0, 'bbox_center': 0, 'color3_count': 30, 'color3_bbox_h': 10, 'color3_bbox_w': 7, 'color6_count': 10, 'color6_bbox_h': 4, 'color6_bbox_w': 3}"
254,3,"(1, 1, 1, 1)","{'mode_nz': 3, 'least_nz': 7, 'mode_all': 0, 'center': 0, 'tl': 3, 'tr': 3, 'bl': 0, 'br': 7, 'bbox_tl': 3, 'bbox_tr': 3, 'bbox_bl': 0, 'bbox_br': 7, 'bbox_center': 0, 'color3_count': 30, 'color3_bbox_h': 7, 'color3_bbox_w': 10, 'color7_count': 20, 'color7_bbox_h': 3, 'color7_bbox_w': 9}"
255,8,"(1, 1, 1, 1)","{'mode_nz': 1, 'least_nz': 8, 'mode_all': 0, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 1, 'bbox_tl': 8, 'bbox_tr': 0, 'bbox_bl': 1, 'bbox_br': 1, 'bbox_center': 0, 'color1_count': 20, 'color1_bbox_h': 3, 'color1_bbox_w': 9, 'color8_count': 18, 'color8_bbox_h': 7, 'color8_bbox_w': 4}"
256,3,"(1, 1, 1, 1)","{'mode_nz': 3, 'least_nz': 9, 'mode_all': 0, 'center': 3, 'tl': 9, 'tr': 0, 'bl': 3, 'br': 0, 'bbox_tl': 9, 'bbox_tr': 0, 'bbox_bl': 3, 'bbox_br': 3, 'bbox_center': 0, 'color3_count': 24, 'color3_bbox_h': 5, 'color3_bbox_w': 9, 'color9_count': 14, 'color9_bbox_h': 5, 'color9_bbox_w': 4}"
257,3,"(1, 1, 1, 1)","{'mode_nz': 3, 'least_nz': 5, 'mode_all': 0, 'center': 5, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_tl': 3, 'bbox_tr': 0, 'bbox_bl': 0, 'bbox_br': 5, 'bbox_center': 3, 'color3_count': 14, 'color3_bbox_h': 5, 'color3_bbox_w': 4, 'color5_count': 8, 'color5_bbox_h': 3, 'color5_bbox_w': 3}"
258,2,"(1, 1, 1, 1)","{'mode_nz': 2, 'least_nz': 5, 'mode_all': 0, 'center': 2, 'tl': 0, 'tr': 0, 'bl': 2, 'br': 0, 'bbox_tl': 2, 'bbox_tr': 0, 'bbox_bl': 2, 'bbox_br': 0, 'bbox_center': 0, 'color2_count': 26, 'color2_bbox_h': 9, 'color2_bbox_w': 6, 'color5_count': 16, 'color5_bbox_h': 6, 'color5_bbox_w': 4}"
259,8,"(1, 1, 1, 1)","{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_tl': 8, 'bbox_tr': 5, 'bbox_bl': 0, 'bbox_br': 5, 'bbox_center': 8, 'color5_count': 10, 'color5_bbox_h': 4, 'color5_bbox_w': 3, 'color8_count': 12, 'color8_bbox_h': 3, 'color8_bbox_w': 5}"
260,1,"(1, 1, 1, 1)","{'mode_nz': 1, 'least_nz': 2, 'mode_all': 0, 'center': 1, 'tl': 2, 'tr': 0, 'bl': 1, 'br': 1, 'bbox_tl': 2, 'bbox_tr': 0, 'bbox_bl': 1, 'bbox_br': 1, 'bbox_center': 0, 'color1_count': 26, 'color1_bbox_h': 5, 'color1_bbox_w': 10, 'color2_count': 14, 'color2_bbox_h': 5, 'color2_bbox_w': 4}"
261,2,"(1, 1, 1, 1)","{'mode_nz': 2, 'least_nz': 1, 'mode_all': 0, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 2, 'br': 0, 'bbox_tl': 2, 'bbox_tr': 0, 'bbox_bl': 2, 'bbox_br': 1, 'bbox_center': 2, 'color1_count': 10, 'color1_bbox_h': 4, 'color1_bbox_w': 3, 'color2_count': 22, 'color2_bbox_h': 9, 'color2_bbox_w': 4}"
262,2,"(1, 1, 1, 1)","{'mode_nz': 2, 'least_nz': 7, 'mode_all': 0, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 2, 'br': 0, 'bbox_tl': 0, 'bbox_tr': 7, 'bbox_bl': 2, 'bbox_br': 0, 'bbox_center': 0, 'color2_count': 12, 'color2_bbox_h': 3, 'color2_bbox_w': 5, 'color7_count': 10, 'color7_bbox_h': 4, 'color7_bbox_w': 3}"
263,2,"(1, 1, 1, 1)","{'mode_nz': 2, 'least_nz': 9, 'mode_all': 0, 'center': 0, 'tl': 2, 'tr': 2, 'bl': 9, 'br': 0, 'bbox_tl': 2, 'bbox_tr': 2, 'bbox_bl': 9, 'bbox_br': 0, 'bbox_center': 2, 'color2_count': 26, 'color2_bbox_h': 5, 'color2_bbox_w': 10, 'color9_count': 22, 'color9_bbox_h': 4, 'color9_bbox_w': 9}"
264,9,"(1, 1, 1, 1)","{'mode_nz': 9, 'least_nz': 4, 'mode_all': 0, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_tl': 9, 'bbox_tr': 4, 'bbox_bl': 0, 'bbox_br': 4, 'bbox_center': 9, 'color4_count': 18, 'color4_bbox_h': 8, 'color4_bbox_w': 3, 'color9_count': 20, 'color9_bbox_h': 7, 'color9_bbox_w': 5}"
265,1,"(1, 1, 1, 1)","{'mode_nz': 1, 'least_nz': 8, 'mode_all': 0, 'center': 1, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_tl': 1, 'bbox_tr': 1, 'bbox_bl': 8, 'bbox_br': 8, 'bbox_center': 0, 'color1_count': 24, 'color1_bbox_h': 6, 'color1_bbox_w': 8, 'color8_count': 18, 'color8_bbox_h': 3, 'color8_bbox_w': 8}"
