all_changes_on_zero,all_changes_to_existing_colors,changed_bbox,changed_components,changed_coords_norm,changed_count,changed_from_to,idx,input_colors,input_nonzero_bbox,input_nonzero_count,input_shape,output_colors,output_equals_input_plus_sparse,output_nonzero_bbox,output_nonzero_count,output_shape,same_shape,split
False,True,"(0, 0, 23, 16)",11,0:16:9->0 2:0:3->0 3:16:0->9 5:14:0->9 6:12:7->0 7:14:9->0 8:9:7->0 12:9:0->7 12:12:0->7 14:15:0->7 23:15:7->0,11,7->0:3 0->7:3 9->0:2 0->9:2 3->0:1,251,0:351 2:17 3:1 7:20 9:19,"(0, 0, 23, 16)",57,"(24, 17)",0:352 2:17 7:20 9:19,True,"(3, 0, 21, 16)",56,"(24, 17)",True,arc-gen
False,True,"(0, 4, 21, 17)",7,0:17:9->0 2:17:0->9 5:11:7->0 13:4:0->3 13:17:0->3 15:4:3->0 21:17:3->0,7,0->3:2 3->0:2 9->0:1 0->9:1 7->0:1,252,0:556 1:28 3:30 7:1 9:29,"(0, 0, 21, 27)",88,"(23, 28)",0:557 1:28 3:30 9:29,True,"(2, 0, 18, 27)",87,"(23, 28)",True,arc-gen
False,True,"(0, 0, 24, 28)",16,0:11:2->0 7:9:0->6 8:9:6->0 9:0:7->0 10:17:3->0 10:20:3->0 10:28:2->0 11:18:3->0 14:11:0->2 14:28:0->2 16:1:0->2 16:5:0->2 16:8:0->2 20:1:2->0 21:0:0->7 24:5:2->0 24:8:2->0,17,2->0:5 0->2:5 3->0:3 0->6:1 6->0:1 7->0:1 0->7:1,253,0:680 2:35 3:3 6:31 7:31,"(0, 0, 24, 29)",100,"(26, 30)",0:683 2:35 6:31 7:31,True,"(6, 0, 22, 29)",97,"(26, 30)",True,arc-gen
False,True,"(1, 4, 22, 16)",9,1:4:5->0 2:4:0->5 4:15:0->5 7:5:1->0 10:16:0->6 16:5:0->1 19:8:2->0 19:11:2->0 20:16:6->0 22:15:5->0,10,5->0:2 0->5:2 2->0:2 1->0:1 0->6:1 0->1:1 6->0:1,254,0:354 1:19 2:2 5:20 6:19,"(1, 0, 22, 17)",60,"(23, 18)",0:356 1:19 5:20 6:19,True,"(2, 0, 17, 17)",58,"(23, 18)",True,arc-gen
False,True,"(5, 4, 23, 17)",13,5:7:1->0 5:11:0->1 10:8:5->0 10:17:0->5 13:6:5->0 13:17:0->5 17:13:0->1 17:15:1->0 20:4:0->2 20:8:2->0 21:4:0->2 21:15:2->0 21:16:5->0 21:17:0->5 23:6:1->0 23:11:0->1,16,1->0:3 0->1:3 5->0:3 0->5:3 0->2:2 2->0:2,255,0:543 1:32 2:31 5:32,"(0, 3, 28, 18)",95,"(29, 22)",0:543 1:32 2:31 5:32,True,"(0, 3, 28, 18)",95,"(29, 22)",True,arc-gen
False,True,"(3, 1, 12, 14)",3,3:7:0->2 3:8:2->0 10:14:4->0 12:1:4->0,4,4->0:2 0->2:1 2->0:1,256,0:192 1:13 2:14 4:2,"(0, 1, 12, 14)",29,"(13, 17)",0:194 1:13 2:14,True,"(0, 6, 12, 12)",27,"(13, 17)",True,arc-gen
False,True,"(3, 2, 23, 3)",2,3:2:8->0 23:3:8->0,2,8->0:2,257,0:310 1:26 4:26 8:2,"(0, 2, 25, 11)",54,"(26, 14)",0:312 1:26 4:26,True,"(0, 5, 25, 11)",52,"(26, 14)",True,arc-gen
False,True,"(8, 1, 20, 21)",8,8:3:2->0 8:5:0->2 10:1:9->0 10:14:0->9 11:2:7->0 14:18:7->0 20:12:1->0 20:21:0->1,8,7->0:2 2->0:1 0->2:1 9->0:1 0->9:1 1->0:1 0->1:1,258,0:435 1:23 2:23 7:2 9:23,"(0, 1, 21, 22)",71,"(22, 23)",0:437 1:23 2:23 9:23,True,"(0, 5, 21, 22)",69,"(22, 23)",True,arc-gen
False,True,"(0, 6, 0, 19)",2,0:6:0->9 0:19:9->0,2,0->9:1 9->0:1,259,0:265 4:14 9:15,"(0, 5, 13, 19)",29,"(14, 21)",0:265 4:14 9:15,True,"(0, 5, 13, 13)",29,"(14, 21)",True,arc-gen
False,True,"(0, 1, 13, 23)",11,0:1:8->0 0:12:0->8 2:6:0->1 2:11:1->0 8:7:9->0 8:20:0->9 11:7:8->0 11:12:0->8 11:23:4->0 13:14:0->8 13:16:8->0,11,8->0:3 0->8:3 0->1:1 1->0:1 9->0:1 0->9:1 4->0:1,260,0:330 1:17 4:1 8:19 9:17,"(0, 1, 15, 23)",54,"(16, 24)",0:331 1:17 8:19 9:17,True,"(0, 5, 15, 21)",53,"(16, 24)",True,arc-gen
False,True,"(7, 5, 13, 11)",6,7:5:0->9 7:10:0->9 10:5:9->0 10:11:7->0 11:10:9->0 13:11:0->7,6,0->9:2 9->0:2 7->0:1 0->7:1,261,0:235 7:18 9:19,"(6, 0, 14, 16)",37,"(16, 17)",0:235 7:18 9:19,True,"(6, 0, 14, 16)",37,"(16, 17)",True,arc-gen
False,True,"(1, 0, 18, 26)",22,1:19:0->3 1:21:3->0 2:7:6->0 2:26:0->6 4:4:0->1 4:6:1->0 7:11:0->5 7:12:5->0 7:20:9->0 10:4:0->1 10:6:1->0 12:11:0->5 12:23:5->0 14:15:9->0 14:19:0->3 14:25:3->0 15:11:0->5 15:24:5->0 16:0:6->0 16:11:0->5 16:16:5->0 16:26:0->6 18:21:6->0 18:26:0->6,24,0->5:4 5->0:4 6->0:3 0->6:3 0->3:2 3->0:2 0->1:2 1->0:2 9->0:2,262,0:562 1:25 3:25 5:27 6:26 9:2,"(0, 0, 22, 27)",105,"(23, 29)",0:564 1:25 3:25 5:27 6:26,False,"(0, 3, 22, 27)",103,"(23, 29)",True,arc-gen
False,True,"(0, 1, 26, 23)",20,0:22:8->0 2:15:9->0 3:22:0->8 5:1:0->8 6:13:7->0 8:5:7->0 10:11:7->0 11:22:9->0 11:23:7->0 14:3:0->6 14:14:0->6 16:14:6->0 17:12:5->0 20:5:0->7 20:11:0->7 20:13:0->7 20:23:0->7 23:3:6->0 24:1:8->0 26:15:0->9 26:22:0->9,21,7->0:4 0->7:4 8->0:2 9->0:2 0->8:2 0->6:2 6->0:2 0->9:2 5->0:1,263,0:589 5:1 6:27 7:29 8:27 9:27,"(0, 0, 27, 24)",111,"(28, 25)",0:590 6:27 7:29 8:27 9:27,False,"(3, 0, 27, 24)",110,"(28, 25)",True,arc-gen
False,True,"(0, 6, 27, 18)",7,0:6:2->0 0:7:1->0 3:7:0->1 5:18:0->1 9:6:0->2 11:17:0->2 26:17:2->0 27:18:1->0,8,2->0:2 1->0:2 0->1:2 0->2:2,264,0:452 1:21 2:21 4:19 6:19,"(0, 0, 27, 18)",80,"(28, 19)",0:452 1:21 2:21 4:19 6:19,True,"(3, 0, 23, 18)",80,"(28, 19)",True,arc-gen
False,True,"(1, 0, 12, 11)",5,1:0:7->0 1:11:0->7 2:2:7->0 2:11:0->7 5:0:9->0 12:10:7->0 12:11:0->7,7,7->0:3 0->7:3 9->0:1,265,0:176 1:15 7:18 9:1,"(0, 0, 14, 12)",34,"(15, 14)",0:177 1:15 7:18,True,"(0, 6, 14, 12)",33,"(15, 14)",True,arc-gen
