idx,split,object_count,output_shape,matching_object_ranks,object_rows
180,arc-gen,3,"(5, 3)",[1],"[{""bbox"": [0, 1, 6, 4], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 10, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 7, 9, 10], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 4, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 2, 10, 6], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
181,arc-gen,2,"(5, 3)",[1],"[{""bbox"": [2, 6, 6, 10], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 6, ""count2"": 2, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 2, 9, 5], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 4, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}]"
182,arc-gen,3,"(5, 3)",[0],"[{""bbox"": [0, 0, 5, 3], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 5, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 4, 3, 10], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 2, 10, 5], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
183,arc-gen,2,"(3, 4)",[1],"[{""bbox"": [0, 1, 6, 4], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 5, ""count2"": 2, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 6, 3, 10], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}]"
184,arc-gen,2,"(3, 6)",[0],"[{""bbox"": [1, 1, 4, 7], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 5, ""count2"": 3, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 3, 8, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}]"
185,arc-gen,3,"(4, 4)",[1],"[{""bbox"": [0, 5, 4, 8], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 0, 9, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 4, ""count2"": 4, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 5, 10, 10], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 2, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 2}]"
186,arc-gen,3,"(4, 3)",[0],"[{""bbox"": [0, 0, 4, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 4, 6, 10], ""h"": 6, ""w"": 6, ""area"": 36, ""nz"": 36, ""count1"": 15, ""count2"": 3, ""count8"": 18, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 4, 10, 7], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 6, ""count2"": 2, ""count8"": 1, ""colors"": [1, 2, 8], ""rank"": 2}]"
187,arc-gen,2,"(3, 3)",[0],"[{""bbox"": [1, 1, 4, 4], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 3, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 5, 6, 8], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 7, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}]"
188,arc-gen,2,"(4, 6)",[0],"[{""bbox"": [2, 4, 6, 10], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 11, ""count2"": 3, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 2, 10, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 1}]"
189,arc-gen,2,"(3, 4)",[1],"[{""bbox"": [2, 3, 5, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 0, 10, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}]"
190,arc-gen,2,"(4, 6)",[1],"[{""bbox"": [0, 2, 3, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 6, ""count2"": 1, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 1, 10, 7], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 7, ""count2"": 4, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 1}]"
191,arc-gen,3,"(3, 4)",[2],"[{""bbox"": [0, 4, 3, 9], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 7, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 10, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 4, 7, 8], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 4, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 2}]"
192,arc-gen,3,"(4, 3)",[2],"[{""bbox"": [0, 6, 3, 9], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 3, ""count8"": 2, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 0, 7, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 4, 8, 7], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
193,arc-gen,3,"(6, 5)",[1],"[{""bbox"": [1, 0, 4, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 7, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 5, 8, 10], ""h"": 6, ""w"": 5, ""area"": 30, ""nz"": 30, ""count1"": 13, ""count2"": 4, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 0, 8, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
194,arc-gen,3,"(4, 4)",[1],"[{""bbox"": [0, 7, 4, 10], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 8, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 0, 6, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 5, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 5, 10, 10], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 7, ""count2"": 2, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 2}]"
195,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 0, 3, 6], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 0, 10, 6], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 14, ""count2"": 3, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 7, 9, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 4, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
196,arc-gen,3,"(5, 5)",[0],"[{""bbox"": [0, 0, 5, 5], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 14, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 7, 6, 10], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 8, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 3, 10, 6], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
197,arc-gen,2,"(5, 4)",[1],"[{""bbox"": [0, 1, 3, 7], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 1, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 1, 9, 5], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 7, ""count2"": 4, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}]"
198,arc-gen,2,"(5, 4)",[1],"[{""bbox"": [0, 3, 3, 7], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 0, 10, 4], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}]"
199,arc-gen,3,"(4, 3)",[0],"[{""bbox"": [0, 0, 4, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 4, 3, 9], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 5], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 7, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
200,arc-gen,3,"(4, 3)",[0],"[{""bbox"": [0, 1, 4, 4], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 4, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 4, 9, 7], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 3], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 3, ""count8"": 1, ""colors"": [1, 2, 8], ""rank"": 2}]"
201,arc-gen,3,"(3, 4)",[2],"[{""bbox"": [1, 0, 5, 3], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 1, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 6, 9, 10], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 7, ""count2"": 3, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
202,arc-gen,3,"(6, 3)",[1],"[{""bbox"": [0, 3, 3, 9], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 6, ""count2"": 3, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 1, 10, 4], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 6, 8, 10], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 7, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
203,arc-gen,3,"(4, 6)",[2],"[{""bbox"": [1, 5, 5, 10], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 1, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 10, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 12, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 4, 10, 10], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 12, ""count2"": 3, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 2}]"
204,arc-gen,3,"(6, 3)",[1],"[{""bbox"": [0, 4, 3, 10], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 3, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 0, 8, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 7, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 7, 10, 10], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 13, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
205,arc-gen,2,"(3, 6)",[1],"[{""bbox"": [0, 2, 4, 6], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 10, ""count2"": 1, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [7, 4, 10, 10], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}]"
206,arc-gen,3,"(6, 3)",[2],"[{""bbox"": [0, 2, 3, 5], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 5, ""count2"": 1, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 7, 6], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [4, 7, 10, 10], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 3, ""count2"": 3, ""count8"": 12, ""colors"": [1, 2, 8], ""rank"": 2}]"
207,arc-gen,3,"(5, 6)",[0],"[{""bbox"": [0, 3, 5, 9], ""h"": 5, ""w"": 6, ""area"": 30, ""nz"": 30, ""count1"": 16, ""count2"": 3, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 1, 9, 4], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 5, 9, 8], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 2, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 2}]"
208,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 6, 5, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 13, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 0, 9, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 4, ""count2"": 1, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 7, 10, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 2, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
209,arc-gen,3,"(5, 3)",[1],"[{""bbox"": [0, 1, 3, 5], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 6, 9, 9], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 5, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 1, 8, 5], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 2}]"
210,arc-gen,2,"(3, 4)",[1],"[{""bbox"": [3, 0, 8, 4], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 8, ""count2"": 2, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [6, 5, 9, 9], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}]"
211,arc-gen,2,"(5, 3)",[1],"[{""bbox"": [0, 5, 4, 10], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 1, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 0, 6, 3], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}]"
212,arc-gen,2,"(5, 5)",[0],"[{""bbox"": [1, 0, 6, 5], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 8, ""count2"": 4, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 6, 6, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 11, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}]"
213,arc-gen,2,"(5, 5)",[1],"[{""bbox"": [1, 4, 4, 10], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 0, 10, 5], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 9, ""count2"": 3, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 1}]"
214,arc-gen,3,"(3, 4)",[1],"[{""bbox"": [0, 6, 5, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 7, ""count2"": 3, ""count8"": 10, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 0, 7, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 5, 9, 9], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 1, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
215,arc-gen,3,"(3, 4)",[2],"[{""bbox"": [1, 0, 5, 6], ""h"": 4, ""w"": 6, ""area"": 24, ""nz"": 24, ""count1"": 10, ""count2"": 1, ""count8"": 13, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 7, 6, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 1, 9, 5], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 2, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 2}]"
216,arc-gen,2,"(5, 4)",[1],"[{""bbox"": [0, 0, 5, 5], ""h"": 5, ""w"": 5, ""area"": 25, ""nz"": 25, ""count1"": 13, ""count2"": 1, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 6, 7, 10], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 6, ""count2"": 3, ""count8"": 11, ""colors"": [1, 2, 8], ""rank"": 1}]"
217,arc-gen,3,"(3, 3)",[0],"[{""bbox"": [0, 7, 3, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 1, ""count2"": 3, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 0, 4, 5], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 2, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 4, 9, 7], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 7, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 2}]"
218,arc-gen,3,"(4, 4)",[1],"[{""bbox"": [0, 6, 4, 9], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 6, ""count2"": 2, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 0, 7, 4], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 5, ""count2"": 4, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 5, 8, 10], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 6, ""count2"": 3, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 2}]"
219,arc-gen,3,"(4, 3)",[1],"[{""bbox"": [1, 3, 6, 6], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 10, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 7, 8, 10], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 3, ""count2"": 4, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 0, 10, 6], ""h"": 3, ""w"": 6, ""area"": 18, ""nz"": 18, ""count1"": 4, ""count2"": 2, ""count8"": 12, ""colors"": [1, 2, 8], ""rank"": 2}]"
220,arc-gen,3,"(4, 4)",[0],"[{""bbox"": [0, 2, 4, 6], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 8, ""count2"": 4, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 7, 10, 10], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 9, ""count2"": 1, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 2, 9, 6], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 2, ""count8"": 5, ""colors"": [1, 2, 8], ""rank"": 2}]"
221,arc-gen,3,"(3, 3)",[2],"[{""bbox"": [0, 5, 4, 8], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 5, ""count2"": 3, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [5, 2, 9, 6], ""h"": 4, ""w"": 4, ""area"": 16, ""nz"": 16, ""count1"": 6, ""count2"": 1, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [7, 7, 10, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 0, ""count2"": 4, ""count8"": 5, ""colors"": [2, 8], ""rank"": 2}]"
222,arc-gen,3,"(3, 3)",[1],"[{""bbox"": [0, 1, 4, 4], ""h"": 4, ""w"": 3, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 2, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [0, 5, 3, 8], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 4, ""count2"": 4, ""count8"": 1, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [5, 2, 9, 7], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 9, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 2}]"
223,arc-gen,2,"(3, 3)",[0],"[{""bbox"": [2, 7, 5, 10], ""h"": 3, ""w"": 3, ""area"": 9, ""nz"": 9, ""count1"": 3, ""count2"": 3, ""count8"": 3, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [4, 1, 8, 6], ""h"": 4, ""w"": 5, ""area"": 20, ""nz"": 20, ""count1"": 10, ""count2"": 2, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}]"
224,arc-gen,3,"(6, 3)",[0],"[{""bbox"": [1, 0, 7, 3], ""h"": 6, ""w"": 3, ""area"": 18, ""nz"": 18, ""count1"": 8, ""count2"": 4, ""count8"": 6, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [1, 4, 4, 9], ""h"": 3, ""w"": 5, ""area"": 15, ""nz"": 15, ""count1"": 4, ""count2"": 3, ""count8"": 8, ""colors"": [1, 2, 8], ""rank"": 1}, {""bbox"": [6, 6, 9, 10], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 4, ""count2"": 1, ""count8"": 7, ""colors"": [1, 2, 8], ""rank"": 2}]"
225,arc-gen,2,"(5, 4)",[1],"[{""bbox"": [1, 0, 4, 4], ""h"": 3, ""w"": 4, ""area"": 12, ""nz"": 12, ""count1"": 7, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [2, 5, 7, 9], ""h"": 5, ""w"": 4, ""area"": 20, ""nz"": 20, ""count1"": 7, ""count2"": 4, ""count8"": 9, ""colors"": [1, 2, 8], ""rank"": 1}]"
226,arc-gen,2,"(6, 4)",[0],"[{""bbox"": [1, 0, 7, 4], ""h"": 6, ""w"": 4, ""area"": 24, ""nz"": 24, ""count1"": 6, ""count2"": 2, ""count8"": 16, ""colors"": [1, 2, 8], ""rank"": 0}, {""bbox"": [3, 7, 8, 10], ""h"": 5, ""w"": 3, ""area"": 15, ""nz"": 15, ""count1"": 10, ""count2"": 1, ""count8"": 4, ""colors"": [1, 2, 8], ""rank"": 1}]"
