template_id,count,patch_shape,patch_cells,marker_color_count,marker_signature,estimated_kernel_params,lowering_role
T071,1,6x2,12,2,"{""markers"": [[2, [[0, 1], [2, 0]]], [3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1], [5, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 2], [4, 0, 3], [4, 1, 3],",12,common_used_template
T072,1,6x2,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1]]], [8, [[0, 1], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 8], [4, 0, 3], [4, 1, 3],",12,common_used_template
T073,1,3x2,6,2,"{""markers"": [[3, [[0, 0], [1, 0], [1, 1]]], [5, [[0, 1], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 5], [1, 0, 3], [1, 1, 3], [2, 0, 5], [2, 1, 5]], ""shape"": [3, 2]}",6,distractor_or_rare
T074,1,3x2,6,2,"{""markers"": [[3, [[0, 0], [1, 0]]], [5, [[0, 0], [0, 1], [1, 0], [2, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [1, 0, 5], [1, 1, 3], [2, 0, 5], [2, 1, 3]], ""shape"": [3, 2]}",6,common_used_template
T075,1,2x6,12,2,"{""markers"": [[7, [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3]]], [9, [[0, 0], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 9], [0, 1, 7], [0, 2, 7], [0, 3, 7], [0, 4, 7], [0, 5, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7], [1, 3, 7],",12,distractor_or_rare
T076,1,7x3,21,2,"{""markers"": [[4, [[0, 0], [5, 2]]], [7, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [6, 0], [6, 1], [6, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 7], [0, 2, 7], [1, ",21,distractor_or_rare
T077,1,3x2,6,2,"{""markers"": [[1, [[0, 0]]], [7, [[0, 0], [0, 1], [1, 0], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [1, 0, 7], [1, 1, 1], [2, 0, 7], [2, 1, 7]], ""shape"": [3, 2]}",6,common_used_template
T078,1,7x6,42,2,"{""markers"": [[5, [[0, 0], [5, 0]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1],",42,common_used_template
T079,1,4x4,16,2,"{""markers"": [[4, [[0, 0]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 3]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7], ",16,common_used_template
T080,1,2x6,12,2,"{""markers"": [[5, [[0, 0], [0, 2], [0, 5]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 3], [1, 4]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [0, 4, 7], [0, 5, 7], [1, 0, 5], [1, 1, 7], [1, 2, 5], [1, 3, 7],",12,common_used_template
T081,1,2x6,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]], [8, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 8], [0, 3, 8], [0, 4, 4], [0, 5, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 4],",12,distractor_or_rare
T082,1,3x3,9,2,"{""markers"": [[2, [[0, 1], [1, 0], [1, 1]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [2, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, 0, 4], [1, 1, 4], [1, 2, 2], [2, 0, 4], [2, 1, 2], [2, 2, 2]], ""shape"": [3, 3]}",9,distractor_or_rare
T083,1,3x2,6,2,"{""markers"": [[4, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 9], [0, 1, 4], [1, 0, 4], [1, 1, 4], [2, 0, 4], [2, 1, 4]], ""shape"": [3, 2]}",6,common_used_template
T084,1,3x4,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [1, 0, 3], [1, 1, 3], [1, 2, 3], [1, 3, 6], [2, 0, 3], [2, 1, 3],",12,common_used_template
T085,1,2x5,10,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 3], [1, 4]]], [4, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [1, 0, 3], [1, 1, 4], [1, 2, 4], [1, 3, 3], [1, 4, 3]], ""shape"": [2, 5",10,distractor_or_rare
T086,1,2x6,12,2,"{""markers"": [[3, [[0, 0]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [0, 4, 7], [0, 5, 7], [1, 0, 3], [1, 1, 7], [1, 2, 7], [1, 3, 7],",12,common_used_template
T087,1,2x3,6,2,"{""markers"": [[4, [[0, 0], [1, 1]]], [7, [[0, 0], [0, 2], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 4], [0, 2, 7], [1, 0, 7], [1, 1, 7], [1, 2, 4]], ""shape"": [2, 3]}",6,common_used_template
T088,1,4x2,8,2,"{""markers"": [[4, [[0, 0], [2, 1], [3, 0]]], [7, [[0, 1], [1, 0], [1, 1], [2, 0], [3, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 7], [1, 0, 7], [1, 1, 7], [2, 0, 7], [2, 1, 4], [3, 0, 4], [3, 1, 7]], ""shape"": [4, 2]}",8,common_used_template
T089,1,4x3,12,2,"{""markers"": [[1, [[0, 0], [0, 1], [2, 0]]], [3, [[0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2, 3], [2, 0, 1], [2, 1, 3], [2, 2, 3], [3, 0, 3],",12,common_used_template
T090,1,4x2,8,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 8]], ""shape"": [4, 2]}",8,common_used_template
T091,1,3x6,18,2,"{""markers"": [[1, [[0, 3], [1, 0]]], [3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 4], [1, 5], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [0, 5,",18,common_used_template
T092,1,6x4,24,2,"{""markers"": [[3, [[0, 0], [1, 1]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 1], [4, 2], [4, 3], [5, 0], [5, 2], [5, 3]]]], ""nz"": [[0, 0, 8], [0",24,distractor_or_rare
T093,1,3x3,9,2,"{""markers"": [[4, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [2, 0, 4], [2, 1, 8], [2, 2, 8]], ""shape"": [3, 3]}",9,common_used_template
T094,1,7x4,28,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 2], [5, 3], [6, 0], [6, 1], [6, 3]]], [9, [[0, 0],",28,common_used_template
T095,1,7x3,21,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 1], [6, 2]]], [3, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [1, ",21,common_used_template
T096,1,6x2,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1], [5, 0], [5, 1]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 5], [4, 0, 3], [4, 1, 3],",12,common_used_template
T097,1,7x2,14,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [3, 0], [3, 1], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1]]], [8, [[0, 0], [2, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 8], [2, 1, 3], [3, 0, 3], [3, 1, 3], [4, 0",14,common_used_template
T098,1,6x3,18,2,"{""markers"": [[1, [[0, 0], [3, 1], [4, 2]]], [3, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 2], [4, 0], [4, 1], [5, 0], [5, 1], [5, 2]]]], ""nz"": [[0, 0, 1], [0, 1, 3], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2,",18,distractor_or_rare
T099,1,5x7,35,2,"{""markers"": [[5, [[0, 4], [3, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 3], [3, 4], [3, 5],",35,distractor_or_rare
T100,1,3x2,6,2,"{""markers"": [[4, [[0, 0]]], [8, [[0, 0], [1, 0], [1, 1], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 8], [0, 1, 4], [1, 0, 8], [1, 1, 8], [2, 0, 8], [2, 1, 8]], ""shape"": [3, 2]}",6,common_used_template
T101,1,3x6,18,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [0, 5,",18,common_used_template
T102,1,7x4,28,2,"{""markers"": [[2, [[0, 0], [1, 2]]], [3, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 3], [5, 0], [5, 1], [5, 2], [5, 3], [6, 0], [6, 1], [6, 2],",28,distractor_or_rare
T103,1,5x2,10,2,"{""markers"": [[1, [[0, 0], [1, 1], [2, 0]]], [3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [3, 0], [4, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 1], [2, 1, 3], [3, 0, 3], [3, 1, 1], [4, 0, 1], [4, 1, 3]], ""shape"": [5, 2",10,common_used_template
T104,1,2x4,8,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2]]], [9, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 9], [0, 1, 6], [0, 2, 6], [0, 3, 6], [1, 0, 9], [1, 1, 6], [1, 2, 6], [1, 3, 6]], ""shape"": [2, 4]}",8,common_used_template
T105,1,5x2,10,2,"{""markers"": [[2, [[0, 0], [1, 0], [1, 1]]], [6, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [4, 0], [4, 1]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [1, 0, 6], [1, 1, 6], [2, 0, 2], [2, 1, 6], [3, 0, 2], [3, 1, 2], [4, 0, 6], [4, 1, 6]], ""shape"": [5, 2",10,common_used_template
T106,1,3x3,9,2,"{""markers"": [[4, [[0, 0]]], [6, [[0, 0], [0, 1], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 4], [1, 0, 6], [1, 1, 6], [1, 2, 6], [2, 0, 6], [2, 1, 6], [2, 2, 6]], ""shape"": [3, 3]}",9,common_used_template
T107,1,3x4,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 6], [2, 0, 4], [2, 1, 4],",12,common_used_template
T108,1,7x2,14,2,"{""markers"": [[4, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 1], [4, 0], [4, 1], [5, 1], [6, 0], [6, 1]]], [8, [[0, 0], [3, 0], [5, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 4], [1, 0, 4], [1, 1, 4], [2, 0, 4], [2, 1, 4], [3, 0, 8], [3, 1, 4], [4, 0",14,distractor_or_rare
T109,1,2x6,12,2,"{""markers"": [[2, [[0, 4], [1, 0]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [0, 4, 4], [0, 5, 2], [1, 0, 4], [1, 1, 2], [1, 2, 4], [1, 3, 4],",12,common_used_template
T110,1,6x3,18,2,"{""markers"": [[3, [[0, 0]]], [9, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 3], [0, 2, 9], [1, 0, 9], [1, 1, 9], [1, 2,",18,common_used_template
T111,1,5x2,10,2,"{""markers"": [[5, [[0, 0], [2, 1], [4, 1]]], [9, [[0, 1], [1, 0], [1, 1], [2, 0], [3, 0], [3, 1], [4, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 9], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 5], [3, 0, 9], [3, 1, 9], [4, 0, 9], [4, 1, 5]], ""shape"": [5, 2",10,common_used_template
T112,1,3x3,9,2,"{""markers"": [[2, [[0, 1], [2, 0]]], [9, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 2], [0, 2, 9], [1, 0, 9], [1, 1, 9], [1, 2, 9], [2, 0, 2], [2, 1, 9], [2, 2, 9]], ""shape"": [3, 3]}",9,common_used_template
T113,1,4x3,12,2,"{""markers"": [[6, [[0, 2], [1, 0]]], [9, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [1, 0, 9], [1, 1, 9], [1, 2, 6], [2, 0, 6], [2, 1, 9], [2, 2, 9], [3, 0, 9],",12,distractor_or_rare
T114,1,5x2,10,2,"{""markers"": [[4, [[0, 0]]], [9, [[0, 0], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 4], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 9], [3, 0, 9], [3, 1, 9], [4, 0, 9], [4, 1, 9]], ""shape"": [5, 2",10,common_used_template
T115,1,6x3,18,2,"{""markers"": [[4, [[0, 0], [1, 0], [3, 1]]], [5, [[0, 1], [0, 2], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 5], [0, 2, 5], [1, 0, 4], [1, 1, 5], [1, 2,",18,distractor_or_rare
T116,1,4x2,8,2,"{""markers"": [[5, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [3, 0]]], [9, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [1, 0, 5], [1, 1, 5], [2, 0, 5], [2, 1, 9], [3, 0, 5], [3, 1, 9]], ""shape"": [4, 2]}",8,common_used_template
T117,1,5x6,30,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [2, 0], [2, 1], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5]",30,common_used_template
T118,1,6x6,36,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]",36,common_used_template
T119,1,2x3,6,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 1]]], [5, [[0, 0], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 5], [0, 1, 3], [0, 2, 3], [1, 0, 5], [1, 1, 5], [1, 2, 3]], ""shape"": [2, 3]}",6,distractor_or_rare
T120,1,3x5,15,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 3], [2, 4]]], [7, [[0, 0], [1, 2]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 6], [0, 4, 6], [1, 0, 7], [1, 1, 6], [1, 2, 6",15,distractor_or_rare
T121,1,5x5,25,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]], [9, [[0, 0]]]], ""nz"": [[0, 0",25,common_used_template
T122,1,6x2,12,2,"{""markers"": [[2, [[0, 0], [3, 0], [5, 1]]], [6, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 1], [4, 0], [4, 1], [5, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 6], [1, 0, 6], [1, 1, 6], [2, 0, 6], [2, 1, 6], [3, 0, 2], [3, 1, 6], [4, 0, 6], [4, 1, 6],",12,distractor_or_rare
T123,1,2x7,14,2,"{""markers"": [[1, [[0, 0], [0, 3]]], [9, [[0, 1], [0, 2], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]], ""nz"": [[0, 0, 1], [0, 1, 9], [0, 2, 9], [0, 3, 1], [0, 4, 9], [0, 5, 9], [0, 6, 9], [1, 0, 9], [1, 1",14,common_used_template
T124,1,3x3,9,2,"{""markers"": [[8, [[0, 0]]], [9, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [2, 0], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [1, 0, 9], [1, 1, 9], [1, 2, 8], [2, 0, 9], [2, 1, 9], [2, 2, 9]], ""shape"": [3, 3]}",9,common_used_template
T125,1,7x2,14,2,"{""markers"": [[1, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [1, 0, 1], [1, 1, 1], [2, 0, 8], [2, 1, 1], [3, 0, 1], [3, 1, 1], [4, 0",14,common_used_template
T126,1,6x7,42,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [1, 6], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [4, 0], [4, 1]",42,common_used_template
T127,1,3x2,6,2,"{""markers"": [[1, [[0, 0], [1, 0], [2, 0]]], [4, [[0, 0], [1, 0], [2, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 1], [1, 0, 4], [1, 1, 1], [2, 0, 4], [2, 1, 1]], ""shape"": [3, 2]}",6,distractor_or_rare
T128,1,5x3,15,2,"{""markers"": [[3, [[0, 0], [0, 2], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]], [6, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 6], [0, 2, 3], [1, 0, 6], [1, 1, 3], [1, 2, 3], [2, 0, 3], [2, 1, 3",15,common_used_template
T129,1,4x3,12,2,"{""markers"": [[2, [[0, 1], [1, 0], [2, 1]]], [3, [[0, 0], [0, 1], [1, 0], [1, 2], [2, 0], [2, 1], [3, 0], [3, 1], [3, 2]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 2], [1, 0, 3], [1, 1, 2], [1, 2, 3], [2, 0, 3], [2, 1, 3], [2, 2, 2], [3, 0, 3],",12,common_used_template
T130,1,3x3,9,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [2, 0], [2, 1], [2, 2]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2, 5], [2, 0, 3], [2, 1, 3], [2, 2, 3]], ""shape"": [3, 3]}",9,common_used_template
T131,1,2x2,4,2,"{""markers"": [[7, [[0, 0], [1, 1]]], [8, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 7], [0, 1, 8], [1, 0, 8], [1, 1, 7]], ""shape"": [2, 2]}",4,distractor_or_rare
T132,1,2x3,6,2,"{""markers"": [[2, [[0, 2], [1, 0], [1, 2]]], [8, [[0, 0], [0, 1], [1, 1]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 2], [1, 0, 2], [1, 1, 8], [1, 2, 2]], ""shape"": [2, 3]}",6,distractor_or_rare
T133,1,2x6,12,2,"{""markers"": [[4, [[0, 0]]], [8, [[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 4], [0, 1, 8], [0, 2, 8], [0, 3, 8], [0, 4, 8], [0, 5, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [1, 3, 8],",12,common_used_template
T134,1,4x4,16,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [1, 0, 1], [1, 1, 1], [1, 2, 1], ",16,common_used_template
T135,1,3x3,9,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1]]], [5, [[0, 0], [0, 2]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [1, 0, 1], [1, 1, 1], [1, 2, 1], [2, 0, 5], [2, 1, 1], [2, 2, 5]], ""shape"": [3, 3]}",9,common_used_template
T136,1,3x2,6,2,"{""markers"": [[4, [[0, 1], [2, 0]]], [5, [[0, 0], [1, 0], [1, 1], [2, 1]]]], ""nz"": [[0, 0, 5], [0, 1, 4], [1, 0, 5], [1, 1, 5], [2, 0, 4], [2, 1, 5]], ""shape"": [3, 2]}",6,common_used_template
T137,1,2x2,4,2,"{""markers"": [[5, [[0, 0], [0, 1], [1, 0]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [1, 0, 5], [1, 1, 9]], ""shape"": [2, 2]}",4,common_used_template
T138,1,2x2,4,2,"{""markers"": [[1, [[0, 1], [1, 0], [1, 1]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 5], [0, 1, 1], [1, 0, 1], [1, 1, 1]], ""shape"": [2, 2]}",4,distractor_or_rare
T139,1,5x2,10,2,"{""markers"": [[1, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 1], [4, 0], [4, 1]]], [4, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [1, 0, 1], [1, 1, 1], [2, 0, 1], [2, 1, 1], [3, 0, 4], [3, 1, 1], [4, 0, 1], [4, 1, 1]], ""shape"": [5, 2",10,common_used_template
T140,1,4x4,16,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3], [2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]], [4, [[0, 0], [1, 1]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [1, 0, 1], [1, 1, 4], [1, 2, 1], ",16,common_used_template
T141,1,2x2,4,2,"{""markers"": [[2, [[0, 0], [0, 1], [1, 1]]], [4, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [1, 0, 4], [1, 1, 2]], ""shape"": [2, 2]}",4,common_used_template
