task_id,route,source,status,cost,local_points,file_bytes,node_count,initializer_count,initializer_params,op_counts,first_ops,compiler_lesson
138,crop_or_resize,massimilianoghiotto_6254,baseline,48467,14.211361567031112,7673,99,17,125,"{""Add"": 4, ""And"": 9, ""Cast"": 14, ""Conv"": 1, ""CumSum"": 2, ""Equal"": 7, ""Gather"": 10, ""Greater"": 7, ""Less"": 4, ""LessOrEqual"": 2, ""Min"": 2, ""Or"": 5, ""ReduceMax"": 5, ""ReduceMin"": 2, ""ReduceSum"": 4, ""Squeeze"": 10, ""Sub"": 2, ""Unsqueeze"": 2, ""Where"": 7}",Conv Cast Greater Cast ReduceSum ReduceSum Greater Greater,not low-cost exemplar
324,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,48870,14.203081009735799,7864,52,18,1672,"{""Add"": 3, ""And"": 4, ""ArgMax"": 1, ""Cast"": 7, ""Conv"": 1, ""ConvTranspose"": 1, ""Einsum"": 3, ""Equal"": 1, ""Greater"": 6, ""LessOrEqual"": 1, ""Mul"": 4, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceSum"": 3, ""Reshape"": 7, ""Slice"": 1, ""Sub"": 1, ""Unsqueeze"": 1, ""Where"": 1}",Slice Cast ReduceSum Greater LessOrEqual And Cast Greater,not low-cost exemplar
349,same_shape_global_transform,massimilianoghiotto_6254,baseline,49480,14.190676173493577,8578,25,11,3580,"{""And"": 6, ""Cast"": 5, ""Concat"": 1, ""Conv"": 1, ""ConvTranspose"": 2, ""Greater"": 4, ""Not"": 3, ""ReduceSum"": 1, ""Relu"": 1, ""Slice"": 1}",Slice Cast Conv Relu ConvTranspose ConvTranspose Greater ReduceSum,not low-cost exemplar
89,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,49703,14.186179427563964,15672,180,24,98,"{""Cast"": 25, ""Concat"": 1, ""Conv"": 28, ""Gather"": 21, ""Greater"": 14, ""LessOrEqual"": 1, ""MaxPool"": 7, ""Mul"": 29, ""Pad"": 1, ""ReduceSum"": 14, ""Slice"": 10, ""Sub"": 14, ""Sum"": 15}",Slice Cast Slice Cast Slice Cast Slice Cast,not low-cost exemplar
367,sparse_edit_or_object_completion,kojimar_5800_minimal_blend,baseline,49772,14.184792144104478,33926,100,27,6406,"{""Add"": 8, ""And"": 8, ""Cast"": 10, ""Concat"": 1, ""Flatten"": 1, ""Greater"": 9, ""Less"": 9, ""MatMul"": 2, ""Mul"": 5, ""ReduceSum"": 1, ""Reshape"": 16, ""Slice"": 18, ""Sub"": 9, ""Sum"": 1, ""Unsqueeze"": 1, ""Where"": 1}",Slice Slice Flatten MatMul Unsqueeze Sub Mul ReduceSum,not low-cost exemplar
213,crop_or_resize,massimilianoghiotto_6254,baseline,50225,14.175731810316865,44339,392,33,220,"{""Cast"": 93, ""Equal"": 16, ""Greater"": 8, ""Less"": 59, ""Mul"": 96, ""Pad"": 1, ""ReduceMax"": 16, ""ReduceSum"": 40, ""Slice"": 9, ""Sum"": 12, ""Unsqueeze"": 18, ""Where"": 24}",Cast Slice Cast Slice Slice Slice Slice Slice,not low-cost exemplar
197,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,50688,14.166555524825903,1646,18,7,16,"{""Abs"": 1, ""Cast"": 1, ""Conv"": 1, ""Less"": 1, ""MatMul"": 2, ""MaxPool"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 2, ""Transpose"": 2, ""Where"": 1}",Cast Conv ReduceSum ReduceMax Sub Abs Less Where,not low-cost exemplar
21,crop_or_resize,massimilianoghiotto_6254,baseline,51223,14.156056071090937,39349,214,21,1861,"{""Add"": 15, ""And"": 10, ""Cast"": 52, ""Concat"": 2, ""Conv"": 1, ""Equal"": 27, ""Greater"": 19, ""Less"": 2, ""Mul"": 4, ""Not"": 9, ""OneHot"": 1, ""ReduceMax"": 33, ""ReduceMin"": 2, ""ReduceSum"": 20, ""Reshape"": 2, ""Squeeze"": 1, ""Sub"": 4, ""Sum"": 1, ""Where"": 9}",Conv Squeeze Greater Cast ReduceMax ReduceMax Cast Cast,not low-cost exemplar
91,crop_or_resize,massimilianoghiotto_6254,baseline,51466,14.151323325547068,5270,43,14,78,"{""Add"": 4, ""And"": 4, ""ArgMax"": 4, ""Cast"": 5, ""Gather"": 4, ""Greater"": 2, ""Less"": 4, ""Mul"": 2, ""ReduceMax"": 2, ""Reshape"": 4, ""Slice"": 1, ""Sub"": 5, ""Where"": 2}",Cast Slice Cast ReduceMax Reshape ReduceMax Reshape ArgMax,not low-cost exemplar
192,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,51968,14.14161657647865,2553,17,10,70,"{""ArgMax"": 1, ""Cast"": 5, ""Concat"": 1, ""Conv"": 1, ""ConvTranspose"": 1, ""Equal"": 1, ""Greater"": 2, ""Mul"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 1}",ReduceSum Conv Greater Cast ConvTranspose Greater Cast ReduceSum,not low-cost exemplar
174,crop_or_resize,massimilianoghiotto_6254,baseline,52019,14.140635684557754,88405,790,24,74,"{""Add"": 19, ""And"": 36, ""ArgMax"": 36, ""Cast"": 46, ""Concat"": 2, ""Equal"": 45, ""Gather"": 100, ""Greater"": 36, ""Less"": 64, ""Mul"": 73, ""Or"": 36, ""Pad"": 1, ""ReduceMax"": 19, ""ReduceSum"": 36, ""Reshape"": 18, ""Slice"": 1, ""Split"": 2, ""Squeeze"": 36, ""Sub"": 74, ""Sum"": 2, ""Unsqueeze"": 54, ""Where"": 54}",Slice Gather Split ReduceMax Greater Reshape Unsqueeze Cast,not low-cost exemplar
193,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,53661,14.109558240338645,2282,14,12,61,"{""Cast"": 2, ""Conv"": 4, ""Greater"": 2, ""Mul"": 1, ""Pad"": 1, ""Slice"": 1, ""Sum"": 1, ""Where"": 2}",Slice Cast Conv Conv Greater Cast Conv Greater,not low-cost exemplar
363,sparse_edit_or_object_completion,needless090_4250_output,baseline,54241,14.098807640977503,29270,26,18,6448,"{""Add"": 1, ""Cast"": 1, ""Concat"": 4, ""Div"": 2, ""Flatten"": 1, ""Floor"": 2, ""Less"": 1, ""MatMul"": 2, ""Mul"": 3, ""ReduceSum"": 1, ""Reshape"": 1, ""Slice"": 3, ""Sub"": 3, ""Unsqueeze"": 1}",Slice Slice Slice Concat Flatten MatMul Unsqueeze Sub,not low-cost exemplar
4,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,55020,14.084547965521434,2666,4,4,1020,"{""Cast"": 1, ""Conv"": 2, ""Relu"": 1}",Cast Conv Relu Conv,not low-cost exemplar
33,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,55161,14.081988539178049,2047,16,6,49,"{""Cast"": 3, ""Gather"": 5, ""Greater"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Sub"": 1, ""Where"": 1}",Cast Mul ReduceSum Gather Gather Pad Gather Gather,not low-cost exemplar
97,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,55812,14.070255820987903,1190,14,1,9,"{""Cast"": 4, ""Concat"": 1, ""Constant"": 1, ""Conv"": 1, ""Greater"": 2, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 2, ""Where"": 1}",ReduceSum Cast Slice Cast Sub Conv Constant Greater,not low-cost exemplar
221,crop_or_resize,massimilianoghiotto_6254,baseline,55869,14.069235056400384,14298,28,26,5028,"{""Cast"": 3, ""Concat"": 1, ""ConvTranspose"": 1, ""Equal"": 5, ""ReduceSum"": 2, ""Slice"": 3, ""Sub"": 1, ""Sum"": 2, ""Where"": 10}",Slice Cast Slice Cast ReduceSum Cast Equal Where,not low-cost exemplar
222,crop_or_resize,massimilianoghiotto_6254,baseline,58035,14.031198444197276,3044,21,11,87,"{""Cast"": 3, ""Conv"": 2, ""Greater"": 3, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 3, ""Slice"": 1, ""Sub"": 1, ""Sum"": 2, ""Where"": 1}",Slice Cast Conv Greater Cast ReduceSum Mul ReduceMax,not low-cost exemplar
365,crop_or_resize,massimilianoghiotto_6254,baseline,58814,14.01786479921536,25852,234,12,71,"{""Add"": 16, ""And"": 6, ""ArgMax"": 8, ""Cast"": 51, ""Concat"": 1, ""CumSum"": 8, ""Gather"": 25, ""Greater"": 8, ""Less"": 30, ""Mul"": 11, ""Not"": 6, ""Pad"": 8, ""ReduceMax"": 12, ""ReduceSum"": 11, ""Split"": 1, ""Squeeze"": 11, ""Sub"": 3, ""Sum"": 2, ""Unsqueeze"": 14, ""Where"": 2}",Cast Gather Gather Gather Gather Gather Gather Gather,not low-cost exemplar
330,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,59024,14.014300580163543,11768,21,12,2824,"{""Cast"": 1, ""Concat"": 1, ""Equal"": 1, ""Gather"": 1, ""Greater"": 1, ""MaxPool"": 4, ""Neg"": 1, ""ScatterND"": 1, ""Slice"": 2, ""Unsqueeze"": 1, ""Where"": 7}",Slice Slice Greater Where MaxPool Where MaxPool Where,not low-cost exemplar
112,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,59270,14.010141445218116,5493,44,18,106,"{""Cast"": 5, ""Concat"": 1, ""Gather"": 3, ""Less"": 4, ""Max"": 3, ""Min"": 2, ""Mul"": 6, ""ReduceMax"": 2, ""ReduceSum"": 2, ""Reshape"": 2, ""Slice"": 5, ""Sub"": 6, ""Sum"": 1, ""Where"": 2}",Cast Slice Slice ReduceMax ReduceMax Mul ReduceSum Mul,not low-cost exemplar
185,crop_or_resize,massimilianoghiotto_6254,baseline,59584,14.00485763936326,23762,242,19,67,"{""And"": 45, ""ArgMax"": 2, ""Cast"": 20, ""Concat"": 4, ""CumSum"": 2, ""Equal"": 64, ""Gather"": 23, ""Greater"": 2, ""Mul"": 8, ""Not"": 20, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 19, ""Reshape"": 1, ""Squeeze"": 1, ""Transpose"": 1, ""Unsqueeze"": 19, ""Where"": 9}",ArgMax Squeeze Equal Cast ReduceSum Unsqueeze Equal Cast,not low-cost exemplar
118,sparse_edit_or_object_completion,franksunp_blended_best,baseline,60026,13.997466919324204,19659,19,10,10040,"{""Cast"": 4, ""Equal"": 4, ""Gather"": 1, ""GatherND"": 1, ""ReduceMax"": 1, ""ReduceMin"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Unsqueeze"": 2, ""Where"": 2}",GatherND Reshape Cast Unsqueeze Equal Cast ReduceMin Equal,not low-cost exemplar
177,crop_or_resize,massimilianoghiotto_6254,baseline,61194,13.978195575521427,3685,33,16,102,"{""Add"": 2, ""And"": 1, ""Cast"": 2, ""Gather"": 1, ""Greater"": 2, ""LessOrEqual"": 2, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 5, ""ReduceMin"": 2, ""Reshape"": 4, ""Slice"": 1, ""Sub"": 3, ""Where"": 5}",Cast Slice ReduceMax ReduceMax Greater ReduceMax Greater Where,not low-cost exemplar
206,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,61386,13.975062924893004,4890,39,15,90,"{""Add"": 3, ""And"": 1, ""ArgMax"": 1, ""Cast"": 4, ""Concat"": 1, ""Equal"": 3, ""Greater"": 2, ""Not"": 2, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceMin"": 2, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 4, ""Where"": 8}",ArgMax Cast ReduceSum Greater Equal Equal Not Not,not low-cost exemplar
377,crop_or_resize,massimilianoghiotto_6254,baseline,61924,13.966336894339644,22294,197,13,84,"{""Add"": 1, ""And"": 17, ""Cast"": 28, ""Concat"": 6, ""Conv"": 1, ""Equal"": 5, ""Gather"": 1, ""GatherND"": 5, ""Greater"": 2, ""Less"": 22, ""Min"": 13, ""Not"": 20, ""ReduceMax"": 18, ""ReduceMin"": 10, ""Reshape"": 23, ""Sub"": 4, ""Sum"": 1, ""Where"": 20}",Conv ReduceMax ReduceMax Greater Greater Where Where Where,not low-cost exemplar
162,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,63291,13.944501582071068,2707,19,11,43,"{""Cast"": 2, ""Conv"": 5, ""Greater"": 2, ""Mul"": 2, ""Pad"": 1, ""Slice"": 1, ""Sub"": 3, ""Sum"": 1, ""Where"": 2}",Cast Conv Conv Greater Cast Conv Conv Pad,not low-cost exemplar
90,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,63354,13.94350667496543,31419,246,41,104,"{""Cast"": 1, ""Conv"": 28, ""ConvTranspose"": 46, ""Gather"": 1, ""Max"": 1, ""Mul"": 46, ""Pad"": 1, ""ReduceMax"": 23, ""Relu"": 50, ""Slice"": 1, ""Sub"": 23, ""Sum"": 25}",Cast Gather Slice Conv Relu Conv Relu ReduceMax,not low-cost exemplar
233,crop_or_resize,kojimar_5800_minimal_blend,baseline,63540,13.940575092176493,40762,25,16,14404,"{""And"": 1, ""ArgMax"": 1, ""Cast"": 5, ""Equal"": 1, ""Gather"": 4, ""Less"": 3, ""MatMul"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""ScatterElements"": 1, ""Sub"": 1, ""Unsqueeze"": 1, ""Where"": 1}",ReduceSum MatMul Cast Unsqueeze Equal Reshape Cast ArgMax,not low-cost exemplar
387,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,63558,13.940291846175448,15157,125,25,88,"{""Add"": 13, ""And"": 3, ""ArgMax"": 1, ""Cast"": 4, ""Concat"": 1, ""Equal"": 28, ""Greater"": 5, ""MaxPool"": 2, ""Min"": 2, ""Not"": 1, ""Or"": 4, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceMin"": 2, ""ReduceSum"": 3, ""Slice"": 2, ""Sub"": 9, ""Sum"": 2, ""Tile"": 4, ""Where"": 34}",Slice ReduceSum Cast Slice Cast Sub ReduceMax ReduceMax,not low-cost exemplar
37,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,63726,13.937652078450405,20513,27,13,8326,"{""Cast"": 1, ""Concat"": 1, ""Conv"": 6, ""Mul"": 5, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Relu"": 7, ""Slice"": 2, ""Sub"": 1, ""Sum"": 1}",Cast Slice Slice Conv Conv Conv Relu Relu,not low-cost exemplar
145,same_shape_global_transform,exp_b025_submit_safe_delta_union,union_delta,64297,13.92873174716133,26505,320,34,933,"{""And"": 1, ""Cast"": 4, ""Concat"": 5, ""Equal"": 2, ""Gather"": 62, ""Mul"": 117, ""Not"": 2, ""ReduceMax"": 1, ""ReduceMin"": 1, ""Sub"": 4, ""Sum"": 120, ""Where"": 1}",Gather Cast Gather Cast Gather Gather Sum Mul,not low-cost exemplar
238,crop_or_resize,massimilianoghiotto_6254,baseline,64372,13.927565965061614,15947,102,40,1467,"{""Add"": 4, ""And"": 3, ""ArgMax"": 4, ""Cast"": 2, ""Gather"": 8, ""Greater"": 3, ""Less"": 3, ""Mul"": 19, ""Pad"": 2, ""ReduceMax"": 9, ""ReduceSum"": 3, ""Sub"": 1, ""Sum"": 12, ""Where"": 29}",Cast Gather ReduceSum Gather ReduceMax ReduceMax ArgMax ArgMax,not low-cost exemplar
306,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,64444,13.926448091389123,5273,33,33,70,"{""And"": 2, ""Cast"": 1, ""Concat"": 3, ""Greater"": 2, ""Not"": 1, ""Or"": 5, ""Pad"": 2, ""ReduceSum"": 1, ""Slice"": 14, ""Tile"": 2}",Greater Slice Slice Slice Slice Slice Slice Slice,not low-cost exemplar
161,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,64639,13.923426777221719,4820,39,9,28,"{""And"": 7, ""ArgMax"": 2, ""Cast"": 5, ""Concat"": 1, ""Equal"": 1, ""Expand"": 2, ""GatherElements"": 2, ""Greater"": 7, ""Not"": 1, ""Or"": 2, ""ReduceMax"": 5, ""ReduceSum"": 1, ""Slice"": 3}",Cast ReduceMax Greater ReduceMax ReduceMax ArgMax ArgMax Cast,not low-cost exemplar
301,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,64988,13.91804208355036,20021,48,11,1848,"{""Add"": 2, ""And"": 3, ""Cast"": 10, ""Conv"": 1, ""Gather"": 2, ""Greater"": 4, ""Less"": 4, ""Mul"": 2, ""Neg"": 1, ""Not"": 2, ""OneHot"": 1, ""ReduceMax"": 3, ""ReduceSum"": 4, ""Squeeze"": 2, ""Sub"": 1, ""TopK"": 1, ""Unsqueeze"": 3, ""Where"": 2}",ReduceSum Greater Cast ReduceMax ReduceMax ReduceSum ReduceSum Cast,not low-cost exemplar
101,sparse_edit_or_object_completion,franksunp_blended_best,baseline,65875,13.904485714156337,34098,31,16,11553,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 6, ""Concat"": 2, ""Equal"": 2, ""Flatten"": 1, ""Gather"": 2, ""MatMul"": 1, ""Mul"": 2, ""ReduceMax"": 1, ""Reshape"": 2, ""ScatterElements"": 2, ""Slice"": 3, ""Sub"": 1, ""Unsqueeze"": 2}",Slice Slice Slice Concat Flatten MatMul Cast Unsqueeze,not low-cost exemplar
70,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,66138,13.90050125280863,9304,71,16,78,"{""And"": 2, ""Cast"": 19, ""Conv"": 20, ""Greater"": 20, ""Mul"": 3, ""Pad"": 2, ""ReduceMax"": 2, ""Slice"": 2, ""Sum"": 1}",Cast Slice Slice ReduceMax ReduceMax Conv Greater Cast,not low-cost exemplar
11,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,66247,13.898854540195707,11830,52,22,2331,"{""Cast"": 1, ""Conv"": 10, ""Mul"": 18, ""Pad"": 1, ""ReduceMax"": 9, ""Relu"": 1, ""Slice"": 10, ""Sub"": 1, ""Sum"": 1}",Cast Slice Slice Slice Slice Slice Slice Conv,not low-cost exemplar
209,crop_or_resize,kojimar_5800_minimal_blend,baseline,67337,13.882534858321867,61236,21,12,44843,"{""Add"": 2, ""And"": 1, ""ArgMax"": 2, ""Cast"": 2, ""Equal"": 2, ""Gather"": 4, ""GatherND"": 1, ""Less"": 2, ""MatMul"": 1, ""Mul"": 1, ""Reshape"": 1, ""Unsqueeze"": 1, ""Where"": 1}",GatherND ArgMax Cast Unsqueeze MatMul Equal Cast ArgMax,not low-cost exemplar
165,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,67524,13.87976163077872,5384,25,15,994,"{""Cast"": 5, ""Conv"": 3, ""Greater"": 2, ""MatMul"": 1, ""MaxPool"": 1, ""Mul"": 3, ""ReduceMax"": 2, ""Reshape"": 3, ""Slice"": 2, ""Sub"": 2, ""Where"": 1}",Cast Conv Slice Conv Greater Reshape Reshape Cast,not low-cost exemplar
243,sparse_edit_or_object_completion,franksunp_blended_best,baseline,67878,13.874532744845478,18595,27,17,11827,"{""Add"": 1, ""ArgMax"": 1, ""Cast"": 3, ""Concat"": 1, ""Div"": 2, ""Equal"": 1, ""Floor"": 2, ""Gather"": 5, ""MatMul"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 2, ""Unsqueeze"": 1}",ReduceSum MatMul Cast Unsqueeze Equal Reshape Cast ArgMax,not low-cost exemplar
328,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,68053,13.871957907660665,12645,102,20,1126,"{""Add"": 3, ""And"": 21, ""Cast"": 10, ""Concat"": 3, ""Conv"": 2, ""Equal"": 4, ""GatherND"": 4, ""Greater"": 10, ""GreaterOrEqual"": 3, ""Less"": 5, ""LessOrEqual"": 2, ""Max"": 1, ""Mod"": 1, ""Not"": 4, ""Or"": 12, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Reshape"": 1, ""Sub"": 3, ""Unsqueeze"": 3, ""Where"": 8}",Conv Conv ReduceMax ReduceSum Sub Cast Cast Cast,not low-cost exemplar
51,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,68429,13.866448009633856,5071,58,12,70,"{""And"": 10, ""ArgMax"": 6, ""Cast"": 2, ""Concat"": 1, ""Equal"": 7, ""Greater"": 4, ""Less"": 2, ""Mul"": 1, ""Or"": 3, ""ReduceMax"": 7, ""ReduceSum"": 1, ""Slice"": 4, ""Sub"": 2, ""Unsqueeze"": 7, ""Where"": 1}",Cast ReduceMax Slice Slice ReduceMax ReduceMax ReduceMax ArgMax,not low-cost exemplar
255,same_shape_global_transform,exp_b025_submit_safe_delta_union,union_delta,68987,13.858326639968308,34683,108,30,6570,"{""Add"": 10, ""And"": 15, ""Cast"": 2, ""Flatten"": 1, ""Gather"": 21, ""Less"": 21, ""MatMul"": 2, ""Mul"": 1, ""Or"": 4, ""ReduceSum"": 2, ""Reshape"": 17, ""Sub"": 11, ""Where"": 1}",Gather ReduceSum Flatten MatMul Sub Mul ReduceSum Less,not low-cost exemplar
340,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,70342,13.83887566105239,6308,72,25,162,"{""And"": 3, ""ArgMax"": 1, ""Cast"": 10, ""Equal"": 8, ""Greater"": 6, ""Mul"": 6, ""OneHot"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 8, ""Slice"": 4, ""Squeeze"": 1, ""Sub"": 7, ""Sum"": 3, ""Where"": 11}",Cast Cast Slice Slice Cast ReduceSum ReduceSum Greater,not low-cost exemplar
137,same_shape_global_transform,massimilianoghiotto_6254,baseline,72472,13.809044440650876,5213,36,9,966,"{""Abs"": 2, ""And"": 3, ""Cast"": 7, ""Concat"": 1, ""Div"": 4, ""Equal"": 2, ""Max"": 1, ""Mul"": 4, ""Not"": 1, ""Or"": 1, ""ReduceSum"": 5, ""Slice"": 1, ""Sub"": 4}",ReduceSum Cast Slice Cast Sub ReduceSum Cast Cast,not low-cost exemplar
379,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,72499,13.808671952355807,12674,107,29,1730,"{""Add"": 3, ""And"": 6, ""Cast"": 7, ""Concat"": 1, ""Conv"": 3, ""Greater"": 16, ""Less"": 4, ""MaxPool"": 6, ""Mul"": 11, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 9, ""Slice"": 3, ""Sub"": 13, ""Sum"": 6, ""Where"": 16}",Slice Cast Slice Slice ReduceSum ReduceMax ReduceMax ReduceSum,not low-cost exemplar
88,crop_or_resize,massimilianoghiotto_6254,baseline,72766,13.80499590787612,4857,48,20,120,"{""Add"": 6, ""And"": 1, ""Cast"": 3, ""Equal"": 1, ""Gather"": 1, ""Greater"": 2, ""LessOrEqual"": 2, ""Mul"": 5, ""Pad"": 1, ""ReduceMax"": 6, ""ReduceMin"": 2, ""ReduceSum"": 1, ""Reshape"": 4, ""Slice"": 1, ""Sub"": 7, ""Where"": 5}",Cast ReduceSum Equal Cast Mul ReduceMax ReduceMax Greater,not low-cost exemplar
20,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,73049,13.801114272168789,6979,76,22,187,"{""Add"": 7, ""And"": 4, ""ArgMax"": 3, ""Cast"": 6, ""Equal"": 8, ""Gather"": 5, ""Greater"": 5, ""Mul"": 4, ""Not"": 2, ""ReduceSum"": 9, ""Slice"": 2, ""Squeeze"": 6, ""Sub"": 1, ""Unsqueeze"": 5, ""Where"": 9}",Slice ReduceSum ReduceSum ReduceSum Greater Greater Cast Cast,not low-cost exemplar
107,crop_or_resize,massimilianoghiotto_6254,baseline,73131,13.799992367549814,33960,52,30,13681,"{""Cast"": 1, ""Gather"": 9, ""Less"": 7, ""Mul"": 4, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Squeeze"": 4, ""Sub"": 4, ""Where"": 19}",Gather Cast Gather Gather ReduceMax ReduceSum ReduceSum Pad,not low-cost exemplar
191,sparse_edit_or_object_completion,franksunp_blended_best,baseline,73993,13.788274226882638,45679,36,18,18860,"{""Add"": 1, ""ArgMax"": 3, ""Cast"": 6, ""Concat"": 1, ""Equal"": 3, ""Flatten"": 1, ""Gather"": 7, ""MatMul"": 1, ""Mul"": 2, ""ReduceMax"": 2, ""Reshape"": 2, ""ScatterElements"": 3, ""Sub"": 1, ""Sum"": 1, ""Unsqueeze"": 2}",Gather Flatten MatMul Cast Unsqueeze Equal Reshape Cast,not low-cost exemplar
384,crop_or_resize,massimilianoghiotto_6254,baseline,74722,13.778470160860206,5138,39,13,106,"{""Add"": 4, ""ArgMax"": 4, ""Cast"": 5, ""Gather"": 4, ""Less"": 4, ""Mul"": 4, ""ReduceMax"": 3, ""Reshape"": 4, ""Slice"": 1, ""Sub"": 4, ""Where"": 2}",Cast Slice Cast ReduceMax ReduceMax Reshape ReduceMax Reshape,not low-cost exemplar
300,crop_or_resize,massimilianoghiotto_6254,baseline,77546,13.741373412351637,5439,43,14,108,"{""Add"": 5, ""ArgMax"": 5, ""Cast"": 4, ""Equal"": 1, ""Gather"": 5, ""Less"": 4, ""Mul"": 3, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 6, ""Sub"": 5, ""Where"": 2}",Cast ReduceSum Reshape Sub ArgMax Gather ReduceMax Reshape,not low-cost exemplar
364,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,77859,13.737345222483407,10192,63,23,963,"{""And"": 7, ""Cast"": 3, ""Concat"": 1, ""ConstantOfShape"": 1, ""Equal"": 3, ""Gather"": 2, ""Greater"": 4, ""MaxPool"": 10, ""Neg"": 1, ""Not"": 2, ""Pad"": 5, ""ScatterND"": 2, ""Slice"": 6, ""Sum"": 3, ""Unsqueeze"": 1, ""Where"": 12}",Slice Greater Slice Greater Pad Slice Pad Slice,not low-cost exemplar
170,crop_or_resize,massimilianoghiotto_6254,baseline,78564,13.728331141770909,80838,681,33,249,"{""Add"": 58, ""And"": 16, ""ArgMax"": 10, ""Cast"": 32, ""Concat"": 135, ""Conv"": 3, ""Gather"": 1, ""Greater"": 30, ""Less"": 11, ""Mul"": 112, ""Pad"": 4, ""ReduceMax"": 10, ""ReduceSum"": 7, ""Reshape"": 10, ""Slice"": 66, ""Sub"": 37, ""Sum"": 46, ""Where"": 93}",Gather ReduceSum Sub ReduceSum Conv Sub Mul Less,not low-cost exemplar
264,crop_or_resize,massimilianoghiotto_6254,baseline,79536,13.716034971665547,8493,47,17,2172,"{""Cast"": 10, ""Concat"": 1, ""Conv"": 2, ""Equal"": 10, ""Mul"": 10, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 9, ""Sub"": 1, ""Sum"": 1, ""Where"": 1}",Cast Conv Equal Conv Where ReduceMax Equal Cast,not low-cost exemplar
157,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,79929,13.711105980405277,50724,28,17,23936,"{""Add"": 1, ""Cast"": 4, ""Gather"": 3, ""Less"": 3, ""MatMul"": 2, ""Mul"": 5, ""Pad"": 2, ""ReduceSum"": 2, ""Reshape"": 2, ""Sub"": 2, ""Sum"": 1, ""Where"": 1}",Mul ReduceSum Gather Gather Reshape Cast Cast Gather,not low-cost exemplar
