idx,target,stats,rules_hit
73,6,"[{'color': 1, 'count': 27, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 2, 'count': 15, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 3, 'count': 43, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 4, 'count': 7, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}, {'color': 5, 'count': 47, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 37, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}]","['count_rank2', 'area_rank3']"
74,4,"[{'color': 1, 'count': 15, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'r0': 4, 'c0': 4, 'r1': 11, 'c1': 11, 'largest_component': 2}, {'color': 2, 'count': 15, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 3, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 4, 'count': 33, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 5, 'count': 48, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 10}, {'color': 6, 'count': 42, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 8, 'count': 42, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 9, 'count': 20, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}]",['count_rank3']
75,5,"[{'color': 1, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 48, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 6}, {'color': 4, 'count': 59, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 5, 'count': 25, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 6, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 7, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 25, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}]","['count_rank3', 'area_rank3']"
76,8,"[{'color': 1, 'count': 20, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 2, 'count': 35, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 3, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 4, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 20, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 6, 'count': 42, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 7, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 9, 'count': 8, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 2}]","['bbox_h_max_high', 'bbox_w_max_high', 'bbox_area_max_high', 'r0_min_high', 'c0_min_high', 'r1_max_high', 'c1_max_high', 'largest_component_max_high', 'count_rank2', 'area_rank4']"
77,5,"[{'color': 1, 'count': 27, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 3}, {'color': 2, 'count': 27, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 3, 'count': 19, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 4, 'count': 47, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 5, 'count': 45, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 10}, {'color': 6, 'count': 27, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 3}, {'color': 7, 'count': 24, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 15, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 9, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}]","['largest_component_max_low', 'largest_component_max_high', 'count_rank1', 'area_rank2']"
78,1,"[{'color': 1, 'count': 34, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 2, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 3, 'count': 11, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'r0': 5, 'c0': 5, 'r1': 10, 'c1': 10, 'largest_component': 2}, {'color': 4, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 27, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 8, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 7, 'count': 58, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 8, 'count': 23, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 4}, {'color': 9, 'count': 28, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}]","['largest_component_max_low', 'count_rank1']"
79,2,"[{'color': 1, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 2, 'count': 29, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 3, 'count': 8, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'r0': 4, 'c0': 4, 'r1': 11, 'c1': 11, 'largest_component': 2}, {'color': 4, 'count': 7, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}, {'color': 5, 'count': 43, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 8}, {'color': 6, 'count': 37, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 5}, {'color': 7, 'count': 47, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 8, 'count': 44, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}]","['count_rank4', 'area_rank1']"
80,5,"[{'color': 1, 'count': 12, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 2, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 3, 'count': 65, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 4, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 52, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 10}, {'color': 6, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 7, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 24, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 9, 'count': 34, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}]","['largest_component_max_low', 'largest_component_max_high', 'count_rank1', 'area_rank3']"
81,8,"[{'color': 1, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 43, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 4, 'count': 37, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 6}, {'color': 5, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 11, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 4}, {'color': 7, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 8, 'count': 37, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 9, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]",['count_rank2']
82,7,"[{'color': 1, 'count': 46, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 11, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 4, 'count': 12, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 1}, {'color': 5, 'count': 31, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 6, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 41, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 8, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 9, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}]","['count_rank1', 'area_rank4']"
83,8,"[{'color': 1, 'count': 15, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 2}, {'color': 2, 'count': 15, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 4, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 30, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 6, 'count': 54, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 8}, {'color': 7, 'count': 31, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 8, 'count': 30, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}]",['count_rank4']
84,7,"[{'color': 1, 'count': 58, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 3}, {'color': 2, 'count': 32, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 5}, {'color': 3, 'count': 8, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 4, 'count': 11, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 5, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 38, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 30, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 8, 'count': 39, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 7, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 1}]","['count_rank4', 'area_rank3']"
85,1,"[{'color': 1, 'count': 33, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 12, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 3, 'count': 27, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}, {'color': 4, 'count': 35, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 5, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 6, 'count': 26, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 7, 'count': 15, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 2}, {'color': 8, 'count': 43, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 40, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}]","['bbox_h_max_low', 'bbox_w_max_low', 'bbox_area_max_low', 'r0_min_low', 'c0_min_low', 'r1_max_low', 'c1_max_low', 'count_rank3', 'area_rank0']"
86,3,"[{'color': 1, 'count': 38, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 2, 'count': 42, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 37, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 4}, {'color': 4, 'count': 19, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 6, 'count': 12, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'r0': 4, 'c0': 4, 'r1': 11, 'c1': 11, 'largest_component': 4}, {'color': 7, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 8, 'count': 4, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'r0': 5, 'c0': 5, 'r1': 10, 'c1': 10, 'largest_component': 1}, {'color': 9, 'count': 44, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 12}]",['count_rank3']
87,7,"[{'color': 1, 'count': 12, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 1}, {'color': 2, 'count': 47, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 3, 'count': 23, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 4, 'count': 28, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 6, 'count': 11, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 1}, {'color': 7, 'count': 44, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 5}, {'color': 8, 'count': 35, 'bbox_h': 10, 'bbox_w': 10, 'bbox_area': 100, 'r0': 3, 'c0': 3, 'r1': 12, 'c1': 12, 'largest_component': 16}, {'color': 9, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}]","['bbox_h_max_high', 'bbox_w_max_high', 'bbox_area_max_high', 'r0_min_high', 'c0_min_high', 'r1_max_high', 'c1_max_high', 'count_rank1']"
88,2,"[{'color': 1, 'count': 20, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 2, 'count': 35, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 7}, {'color': 3, 'count': 16, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 2}, {'color': 4, 'count': 31, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 5, 'count': 19, 'bbox_h': 14, 'bbox_w': 14, 'bbox_area': 196, 'r0': 1, 'c0': 1, 'r1': 14, 'c1': 14, 'largest_component': 1}, {'color': 6, 'count': 67, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 7, 'count': 16, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 4}, {'color': 8, 'count': 24, 'bbox_h': 16, 'bbox_w': 16, 'bbox_area': 256, 'r0': 0, 'c0': 0, 'r1': 15, 'c1': 15, 'largest_component': 2}, {'color': 9, 'count': 19, 'bbox_h': 12, 'bbox_w': 12, 'bbox_area': 144, 'r0': 2, 'c0': 2, 'r1': 13, 'c1': 13, 'largest_component': 2}]","['bbox_h_min_low', 'bbox_w_min_low', 'bbox_area_min_low', 'r0_max_low', 'c0_max_low', 'r1_min_low', 'c1_min_low', 'largest_component_max_low', 'largest_component_max_high', 'count_rank1']"
