rounded_missing_drop,candidate_subsets,shown_subset_count
70.71,197 324 137 335 224;192 324 137 224 338;197 137 224 213 338;192 324 137 335 131,4
70.72,324 137 335 224 213;197 324 137 335 338;192 324 137 224 131;197 137 224 213 131,4
70.73,097 193 197 324 213;324 137 335 213 338;197 324 137 335 131;192 324 137 338 131,4
70.74,197 324 137 224 338;193 137 335 224 338;324 137 335 213 131;097 137 224 338 131,4
70.75,097 193 192 197 335;324 137 224 213 338;197 324 137 224 131;193 137 335 224 131,4
70.76,097 193 192 197 224;097 192 197 324 213;097 193 192 335 213;324 137 224 213 131,4
70.77,097 193 192 224 213;097 193 192 197 338;192 137 335 224 338;193 137 224 338 131,4
70.78,097 193 192 324 335;097 193 197 335 213;097 193 192 213 338;097 193 192 197 131,4
70.79,197 137 335 224 338;097 193 192 213 131;192 137 335 338 131;097 192 197 324 138,4
70.8,097 193 192 324 224;193 192 197 324 213;097 193 197 224 213;137 335 224 213 338,4
70.81,097 193 197 324 335;097 192 197 335 213;097 193 192 324 338;097 193 197 213 338,4
70.82,097 193 197 324 224;097 193 324 335 213;097 193 192 324 131;097 193 197 213 131,4
70.83,097 192 197 224 213;097 193 324 224 213;097 193 197 324 338;324 137 335 224 338,4
70.84,097 192 197 324 335;097 192 197 213 338;097 193 324 213 338;324 137 335 224 131,4
70.85,193 192 197 335 213;097 192 324 335 213;097 193 197 324 131;097 192 197 213 131,4
70.86,097 192 197 324 224;097 193 192 335 224;097 193 192 335 338;097 192 335 213 138,4
70.87,097 197 324 335 213;193 192 197 224 213;097 192 324 224 213;097 192 197 324 338,4
70.88,193 192 197 324 335;097 193 197 335 224;097 193 192 224 338;193 192 197 213 338,4
70.89,193 192 324 335 213;097 197 324 224 213;097 193 335 224 213;097 193 197 335 338,4
70.9,193 192 197 324 224;097 197 324 213 338;097 193 335 213 338;097 193 197 335 131,4
70.91,097 192 197 335 224;193 197 324 335 213;193 192 324 224 213;193 192 197 324 338,4
70.92,097 193 324 335 224;097 192 335 224 213;097 192 197 335 338;193 192 324 213 338,4
70.93,193 197 324 224 213;097 193 324 335 338;097 192 335 213 338;097 192 197 335 131,4
70.94,097 192 197 224 338;097 193 324 224 338;193 197 324 213 338;097 193 324 335 131,4
70.95,193 192 197 335 224;097 192 324 335 224;192 197 324 335 213;097 197 335 224 213,4
70.96,192 197 324 224 213;193 192 335 224 213;193 192 197 335 338;097 192 324 335 338,4
70.97,097 197 324 335 224;192 197 324 213 338;193 192 335 213 338;097 197 224 213 338,4
70.98,097 324 335 224 213;097 197 324 335 338;193 192 197 224 338;097 192 324 224 338,4
70.99,193 192 324 335 224;193 197 335 224 213;097 324 335 213 338;193 192 224 213 338,4
71.0,193 192 324 335 338;097 197 324 224 338;097 193 335 224 338;193 197 335 213 338,4
71.01,193 197 324 335 224;193 192 324 224 338;193 197 224 213 338;097 324 224 213 338,4
71.02,192 197 335 224 213;193 324 335 224 213;193 197 324 335 338;193 197 224 213 131,4
71.03,097 192 335 224 338;192 197 335 213 338;193 324 335 213 338;193 197 324 335 131,4
71.04,192 197 324 335 224;193 197 324 224 338;192 197 224 213 338;097 192 335 224 131,4
71.05,192 324 335 224 213;192 197 324 335 338;193 324 224 213 338;193 197 324 224 131,4
71.06,097 197 335 224 338;192 324 335 213 338;097 335 224 213 338;193 324 224 213 131,4
71.07,192 197 324 224 338;193 192 335 224 338;192 197 324 335 131;097 197 335 224 131,4
71.08,197 324 335 224 213;192 324 224 213 338;192 197 324 224 131;193 192 335 224 131,4
71.09,097 324 335 224 338;197 324 335 213 338;192 324 224 213 131;192 197 324 338 131,4
71.1,193 197 335 224 338;193 335 224 213 338;097 324 335 224 131;197 324 335 213 131,4
71.11,197 324 224 213 338;193 197 335 224 131;193 335 224 213 131;097 324 335 338 131,4
71.12,197 324 224 213 131;193 197 335 338 131;193 335 213 338 131;324 335 224 213 138,4
71.13,192 197 335 224 338;193 324 335 224 338;193 197 224 338 131;097 324 224 338 131,4
71.14,192 335 224 213 338;192 197 335 224 131;193 324 335 224 131;193 224 213 338 131,4
71.15,192 335 224 213 131;192 197 335 338 131;193 324 335 338 131;324 224 213 338 138,4
71.16,192 324 335 224 338;197 335 224 213 338;192 197 224 338 131;192 335 213 338 131,4
71.17,192 324 335 224 131;197 335 224 213 131;193 324 224 338 131;192 224 213 338 131,4
71.18,192 324 335 338 131;097 335 224 338 131;197 335 213 338 131;192 335 224 131 138,4
71.19,197 324 335 224 338;192 335 338 131 138;192 197 335 224 359;193 324 335 224 359,4
71.2,324 335 224 213 338;197 324 335 224 131;192 324 224 338 131;197 224 213 338 131,4
71.21,324 335 224 213 131;197 324 335 338 131;335 224 213 338 138;197 335 224 131 138,4
71.22,193 335 224 338 131;324 335 213 338 131;335 224 213 131 138;197 335 338 131 138,4
71.23,197 324 224 338 131;324 335 224 338 138;197 224 338 131 138;335 213 338 131 138,4
71.24,324 224 213 338 131;324 335 224 131 138;224 213 338 131 138;192 324 335 338 359,4
71.25,324 335 338 131 138;197 324 335 224 359;192 324 224 338 359;197 224 213 338 359,4
71.26,192 335 224 338 131;324 335 224 213 359;197 324 335 338 359;192 324 224 131 359,4
71.27,324 224 338 131 138;324 335 213 338 359;197 324 335 131 359;192 324 338 131 359,4
71.28,197 335 224 338 131;197 324 224 338 359;193 335 224 338 359;324 335 213 131 359,4
71.29,335 224 213 338 131;324 224 213 338 359;197 324 224 131 359;193 335 224 131 359,4
71.3,324 224 213 131 359;197 324 338 131 359;193 335 338 131 359;324 335 224 138 359,4
71.31,192 335 224 338 359;193 224 338 131 359;324 213 338 131 359;324 335 338 138 359,4
71.32,324 335 224 338 131;192 335 224 131 359;324 224 338 138 359;324 335 131 138 359,4
71.33,335 224 338 131 138;197 335 224 338 359;192 335 338 131 359;324 224 131 138 359,4
71.34,335 224 213 338 359;197 335 224 131 359;324 338 131 138 359,3
71.35,335 224 213 131 359;197 335 338 131 359;192 224 338 131 359,3
71.37,324 335 224 338 359;197 224 338 131 359,2
71.38,324 335 224 131 359;224 213 338 131 359;335 224 338 138 359,3
71.39,324 335 338 131 359;335 224 131 138 359,2
71.41,324 224 338 131 359;224 338 131 138 359,2
83.5,193 192 137 275 243 101;097 137 213 275 243 101,2
83.53,193 197 137 275 243 101;097 137 275 138 243 101,2
83.56,192 197 137 275 243 101;193 324 137 275 243 101,2
83.57,192 137 213 275 243 101;193 137 275 138 243 101,2
83.6,192 324 137 275 243 101;097 137 224 275 243 101;192 137 275 138 243 101,3
83.62,197 324 137 275 243 101;193 137 335 275 243 101;097 137 131 275 243 101,3
83.63,324 137 213 275 243 101;197 137 275 138 243 101,2
83.64,193 137 224 275 243 101;137 213 275 138 243 101,2
83.65,192 137 335 275 243 101;193 137 338 275 243 101,2
83.67,097 193 192 137 275 243;192 137 224 275 243 101;324 137 275 138 243 101;097 137 275 243 359 101,4
83.68,197 137 335 275 243 101;137 335 213 275 243 101;192 137 338 275 243 101,3
83.69,097 193 197 137 275 243;197 137 224 275 243 101;192 137 131 275 243 101,3
83.7,097 193 137 213 275 243;097 193 192 137 275 101;137 224 213 275 243 101;197 137 338 275 243 101,4
83.71,324 137 335 275 243 101;137 213 338 275 243 101;197 137 131 275 243 101;193 137 275 243 359 101,4
83.72,097 192 197 137 275 243;097 193 197 137 275 101;137 213 131 275 243 101;137 335 275 138 243 101,4
83.73,097 193 324 137 275 243;097 192 137 213 275 243;097 193 137 213 275 101;324 137 224 275 243 101,4
83.74,097 193 137 275 138 243;324 137 338 275 243 101;137 224 275 138 243 101;192 137 275 243 359 101,4
83.75,097 192 197 137 275 101;324 137 131 275 243 101;137 338 275 138 243 101,3
83.76,193 192 197 137 275 243;097 192 324 137 275 243;097 197 137 213 275 243;097 193 324 137 275 101,4
83.77,193 192 137 213 275 243;097 192 137 275 138 243;097 193 137 275 138 101;137 213 275 243 359 101,4
83.78,097 193 137 335 275 243;137 335 224 275 243 101,2
83.79,097 197 324 137 275 243;097 197 137 275 138 243;193 192 197 137 275 101;097 192 324 137 275 101,4
83.8,193 192 324 137 275 243;097 193 137 224 275 243;193 197 137 213 275 243;097 324 137 213 275 243,4
83.81,097 193 137 338 275 243;193 192 137 275 138 243;097 193 137 335 275 101;137 224 338 275 243 101,4
83.82,097 192 137 335 275 243;097 193 137 131 275 243;097 197 324 137 275 101;097 197 137 275 138 101,4
83.83,193 197 324 137 275 243;097 192 137 224 275 243;192 197 137 213 275 243;193 324 137 213 275 243,4
83.84,097 197 137 335 275 243;097 192 137 338 275 243;193 137 213 275 138 243;097 193 137 338 275 101,4
83.85,097 137 335 213 275 243;097 192 137 131 275 243;097 192 137 335 275 101;097 193 137 131 275 101,4
83.86,192 197 324 137 275 243;193 192 137 335 275 243;097 197 137 224 275 243;193 197 324 137 275 101,4
83.87,193 192 137 224 275 243;192 324 137 213 275 243;097 137 224 213 275 243;097 197 137 338 275 243,4
83.88,193 197 137 335 275 243;097 324 137 335 275 243;193 192 137 338 275 243;097 137 213 338 275 243,4
83.89,197 324 137 213 275 243;193 137 335 213 275 243;193 192 137 131 275 243;097 137 213 131 275 243,4
83.9,193 197 137 224 275 243;097 324 137 224 275 243;192 324 137 275 138 243;097 137 224 275 138 243,4
83.91,192 197 137 335 275 243;193 137 224 213 275 243;193 197 137 338 275 243;097 324 137 338 275 243,4
83.92,193 324 137 335 275 243;192 137 335 213 275 243;193 137 213 338 275 243;193 197 137 131 275 243,4
83.93,192 197 137 224 275 243;193 324 137 224 275 243;193 137 213 131 275 243;197 324 137 275 138 243,4
83.94,192 137 224 213 275 243;192 197 137 338 275 243;193 324 137 338 275 243;193 137 224 275 138 243,4
83.95,192 324 137 335 275 243;097 137 335 224 275 243;197 137 335 213 275 243;192 137 213 338 275 243,4
83.96,097 193 192 197 137 275;197 137 224 213 275 243;097 137 335 338 275 243;192 137 213 131 275 243,4
83.97,097 193 192 137 213 275;197 324 137 335 275 243;192 324 137 224 275 243;197 137 213 338 275 243,4
83.98,324 137 335 213 275 243;192 324 137 338 275 243;097 137 224 338 275 243;197 137 213 131 275 243,4
83.99,097 193 197 137 213 275;197 324 137 224 275 243;193 137 335 224 275 243;192 324 137 131 275 243,4
84.0,097 193 192 324 137 275;097 193 192 137 275 138;324 137 224 213 275 243;197 324 137 338 275 243,4
84.01,324 137 213 338 275 243;197 324 137 131 275 243;193 137 335 131 275 243;137 224 213 275 138 243,4
84.02,097 193 197 324 137 275;192 137 335 224 275 243;193 137 224 338 275 243;324 137 213 131 275 243,4
84.03,097 192 197 137 213 275;097 193 324 137 213 275;097 193 197 137 275 138;097 193 192 197 275 243,4
84.04,097 193 137 213 275 138;192 137 335 131 275 243;193 137 338 131 275 243;324 137 224 275 138 243,4
84.05,097 192 197 324 137 275;097 193 192 137 335 275;197 137 335 224 275 243;192 137 224 338 275 243,4
84.06,097 192 324 137 213 275;097 192 197 137 275 138;097 193 192 324 275 243;097 193 197 213 275 243,4
84.07,097 193 192 137 224 275;193 192 197 137 213 275;097 193 324 137 275 138;097 192 137 213 275 138,4
84.08,097 193 197 137 335 275;097 193 192 137 338 275;324 137 335 224 275 243;137 224 213 338 275 243,4
84.09,193 192 197 324 137 275;097 193 197 137 224 275;097 197 324 137 213 275;097 193 137 335 213 275,4
84.1,193 192 324 137 213 275;097 193 137 224 213 275;097 193 197 137 338 275;193 192 197 137 275 138,4
84.11,097 192 197 137 335 275;097 193 324 137 335 275;097 193 137 213 338 275;097 193 197 137 131 275,4
84.12,097 192 137 335 213 275;097 193 137 213 131 275;097 197 324 137 275 138;097 193 137 335 275 138,4
84.13,097 192 197 137 224 275;097 193 324 137 224 275;193 197 324 137 213 275;097 192 137 224 213 275,4
84.14,097 197 137 335 213 275;097 192 197 137 338 275;097 193 324 137 338 275;097 192 137 213 338 275,4
84.15,193 192 197 137 335 275;097 192 324 137 335 275;097 192 197 137 131 275;097 193 324 137 131 275,4
84.16,097 192 324 137 224 275;192 197 324 137 213 275;193 192 137 335 213 275;097 197 137 224 213 275,4
84.17,097 197 324 137 335 275;193 192 197 137 224 275;193 192 137 224 213 275;193 192 197 137 338 275,4
84.18,193 192 324 137 335 275;193 197 137 335 213 275;097 324 137 335 213 275;193 192 137 213 338 275,4
84.19,097 197 324 137 224 275;097 193 137 335 224 275;193 192 197 137 131 275;193 192 137 213 131 275,4
84.2,193 192 324 137 224 275;193 197 137 224 213 275;097 324 137 224 213 275;097 197 324 137 338 275,4
84.21,193 197 324 137 335 275;192 197 137 335 213 275;193 192 324 137 338 275;097 193 137 224 338 275,4
84.22,097 192 137 335 224 275;193 324 137 335 213 275;193 192 324 137 131 275;097 193 137 224 131 275,4
84.23,193 197 324 137 224 275;192 197 137 224 213 275;097 192 137 335 338 275;097 193 137 338 131 275,4
84.24,192 197 324 137 335 275;097 197 137 335 224 275;193 324 137 224 213 275;193 197 324 137 338 275,4
84.25,192 324 137 335 213 275;097 137 335 224 213 275;097 197 137 335 338 275;193 324 137 213 338 275,4
84.26,192 197 324 137 224 275;193 192 137 335 224 275;097 137 335 213 338 275;097 197 137 335 131 275,4
84.27,192 324 137 224 213 275;192 197 324 137 338 275;193 192 137 335 338 275;097 197 137 224 338 275,4
84.28,193 197 137 335 224 275;097 324 137 335 224 275;197 324 137 335 213 275;193 192 137 224 338 275,4
84.29,197 324 137 224 213 275;193 137 335 224 213 275;193 197 137 335 338 275;097 324 137 335 338 275,4
84.3,197 324 137 213 338 275;193 137 335 213 338 275;193 197 137 335 131 275;097 324 137 335 131 275,4
84.31,192 197 137 335 224 275;193 197 137 224 338 275;097 324 137 224 338 275;197 324 137 213 131 275,4
84.32,193 324 137 335 224 275;192 137 335 224 213 275;192 197 137 335 338 275;193 137 224 213 338 275,4
84.33,097 193 192 197 213 275;193 324 137 335 338 275;192 137 335 213 338 275;192 197 137 335 131 275,4
84.34,192 197 137 224 338 275;193 324 137 335 131 275;192 137 335 213 131 275;193 137 213 338 131 275,4
84.35,097 193 192 197 324 275;192 324 137 335 224 275;197 137 335 224 213 275;193 324 137 224 338 275,4
84.36,097 193 192 324 213 275;192 324 137 335 338 275;097 137 335 224 338 275;197 137 335 213 338 275,4
84.37,197 137 224 213 338 275;192 324 137 335 131 275;097 137 335 224 131 275;197 137 335 213 131 275,4
84.38,197 324 137 335 224 275;324 137 335 224 213 275;197 324 137 335 338 275;192 324 137 224 338 275,4
84.39,097 193 197 324 213 275;324 137 335 213 338 275;192 324 137 224 131 275;197 137 224 213 131 275,4
84.4,197 324 137 224 338 275;193 137 335 224 338 275;197 324 137 335 131 275;324 137 335 213 131 275,4
84.41,097 193 192 197 335 275;324 137 224 213 338 275;197 324 137 224 131 275;193 137 335 224 131 275,4
84.42,097 192 197 324 213 275;097 193 192 335 213 275;324 137 224 213 131 275;197 324 137 338 131 275,4
84.43,097 193 192 197 224 275;192 137 335 224 338 275;324 137 213 338 131 275;097 192 197 213 275 138,4
84.44,097 193 197 335 213 275;097 193 192 224 213 275;097 193 192 197 338 275;192 137 335 224 131 275,4
84.45,097 193 192 324 335 275;097 193 192 213 338 275;097 193 192 197 131 275;192 137 335 338 131 275,4
84.46,097 193 192 324 224 275;193 192 197 324 213 275;097 193 197 224 213 275;197 137 335 224 338 275,4
84.47,097 193 192 197 137 213;097 193 197 324 335 275;097 193 192 324 338 275;097 193 197 213 338 275,4
84.48,097 192 197 335 213 275;097 193 324 335 213 275;097 193 192 324 131 275;097 193 197 213 131 275,4
84.49,097 193 197 324 224 275;097 192 197 224 213 275;324 137 335 224 338 275;197 137 224 338 131 275,4
84.5,097 193 192 197 324 137;097 192 197 324 335 275;097 193 324 224 213 275;097 193 197 324 338 275,4
84.51,097 193 192 324 137 213;193 192 197 335 213 275;097 192 324 335 213 275;097 193 324 213 338 275,4
84.52,097 192 197 324 224 275;097 193 192 335 224 275;097 193 324 213 131 275;097 193 192 137 213 138,4
84.53,097 193 197 324 137 213;193 192 197 224 213 275;097 192 324 224 213 275;097 192 197 324 338 275,4
84.54,193 192 197 324 335 275;097 193 197 335 224 275;097 197 324 335 213 275;097 193 192 224 338 275,4
84.55,193 192 324 335 213 275;097 197 324 224 213 275;097 193 335 224 213 275;097 193 197 335 338 275,4
84.56,097 193 192 197 137 335;097 193 192 137 335 213;193 192 197 324 224 275;097 197 324 213 338 275,4
84.57,097 193 192 197 137 224;097 192 197 324 137 213;097 192 197 335 224 275;193 192 324 224 213 275,4
84.58,097 193 192 137 224 213;097 193 192 197 137 338;097 193 324 335 224 275;193 197 324 335 213 275,4
84.59,097 193 192 324 137 335;097 193 197 137 335 213;097 193 192 137 213 338;097 193 192 197 137 131,4
84.6,097 193 192 137 213 131;097 192 197 224 338 275;193 197 324 213 338 275;097 192 197 335 131 275,4
84.61,097 193 192 324 137 224;193 192 197 324 137 213;097 193 197 137 224 213;193 192 197 335 224 275,4
84.62,097 193 197 324 137 335;097 192 197 137 335 213;097 193 192 324 137 338;097 193 197 137 213 338,4
84.63,097 193 197 324 137 224;097 193 324 137 335 213;097 193 192 324 137 131;097 193 197 137 213 131,4
84.64,097 192 197 137 224 213;097 193 324 137 224 213;097 193 197 324 137 338;097 197 324 335 224 275,4
84.65,097 192 197 324 137 335;097 192 197 137 213 338;097 193 324 137 213 338;097 193 197 324 137 131,4
84.66,097 193 192 137 335 224;193 192 197 137 335 213;097 192 324 137 335 213;097 192 197 137 213 131,4
84.67,097 192 197 324 137 224;097 193 192 137 335 338;097 324 224 213 338 275;193 192 324 335 131 275,4
84.68,097 197 324 137 335 213;193 192 197 137 224 213;097 192 324 137 224 213;097 192 197 324 137 338,4
84.69,193 192 197 324 137 335;097 193 197 137 335 224;097 193 192 137 224 338;193 192 197 137 213 338,4
84.7,193 192 324 137 335 213;097 197 324 137 224 213;097 193 137 335 224 213;097 193 197 137 335 338,4
84.71,193 192 197 324 137 224;193 192 324 137 224 213;097 197 324 137 213 338;097 193 137 335 213 338,4
84.72,097 192 197 137 335 224;193 197 324 137 335 213;193 192 197 324 137 338;097 193 197 137 224 338,4
84.73,097 193 324 137 335 224;097 192 137 335 224 213;097 192 197 137 335 338;097 193 137 224 213 338,4
84.74,193 197 324 137 224 213;097 193 324 137 335 338;097 192 137 335 213 338;097 192 197 137 335 131,4
84.75,192 197 324 137 335 213;097 192 197 137 224 338;097 193 324 137 224 338;193 197 324 137 213 338,4
84.76,193 192 197 137 335 224;097 192 324 137 335 224;097 197 137 335 224 213;097 192 137 224 213 338,4
84.77,192 197 324 137 224 213;193 192 137 335 224 213;193 192 197 137 335 338;097 192 324 137 335 338,4
84.78,097 197 324 137 335 224;097 192 324 137 224 338;192 197 324 137 213 338;193 192 137 335 213 338,4
84.79,193 197 137 335 224 213;097 324 137 335 224 213;097 197 324 137 335 338;193 192 197 137 224 338,4
84.8,193 192 324 137 335 224;193 197 137 335 213 338;097 324 137 335 213 338;193 192 137 224 213 338,4
84.81,193 192 324 137 335 338;097 197 324 137 224 338;097 193 137 335 224 338;193 197 137 335 213 131,4
84.82,193 197 324 137 335 224;193 192 324 137 224 338;193 197 137 224 213 338;097 324 137 224 213 338,4
84.83,192 197 137 335 224 213;193 324 137 335 224 213;193 197 324 137 335 338;193 192 324 137 224 131,4
84.84,097 192 137 335 224 338;192 197 137 335 213 338;193 324 137 335 213 338;193 197 324 137 335 131,4
84.85,192 197 324 137 335 224;193 197 324 137 224 338;192 197 137 224 213 338;097 192 137 335 224 131,4
84.86,192 324 137 335 224 213;192 197 324 137 335 338;097 197 137 335 224 338;193 324 137 224 213 338,4
