idx,target,target_count_rank,stats,rules_hit
22,6,1,"[{'color': 1, 'count': 6, 'bbox_h': 2, 'bbox_w': 3, 'bbox_area': 6, 'r0': 10, 'c0': 0, 'r1': 11, 'c1': 2, 'edge_count': 2, 'largest_component': 6}, {'color': 3, 'count': 40, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'r0': 8, 'c0': 4, 'r1': 12, 'c1': 11, 'edge_count': 5, 'largest_component': 40}, {'color': 4, 'count': 10, 'bbox_h': 5, 'bbox_w': 2, 'bbox_area': 10, 'r0': 2, 'c0': 10, 'r1': 6, 'c1': 11, 'edge_count': 5, 'largest_component': 10}, {'color': 5, 'count': 6, 'bbox_h': 2, 'bbox_w': 3, 'bbox_area': 6, 'r0': 6, 'c0': 3, 'r1': 7, 'c1': 5, 'edge_count': 0, 'largest_component': 6}, {'color': 6, 'count': 30, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'r0': 13, 'c0': 0, 'r1': 16, 'c1': 7, 'edge_count': 4, 'largest_component': 30}, {'color': 8, 'count': 15, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 2, 'edge_count': 7, 'largest_component': 15}, {'color': 9, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 3, 'c0': 6, 'r1': 5, 'c1': 7, 'edge_count': 0, 'largest_component': 6}]","['bbox_w_max_high', 'r0_max_low', 'r0_max_high', 'r1_max_low', 'r1_max_high', 'count_rank1']"
23,4,0,"[{'color': 4, 'count': 14, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 6, 'c0': 10, 'r1': 9, 'c1': 13, 'edge_count': 4, 'largest_component': 14}, {'color': 6, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 4, 'c0': 8, 'r1': 6, 'c1': 9, 'edge_count': 0, 'largest_component': 6}, {'color': 8, 'count': 14, 'bbox_h': 7, 'bbox_w': 2, 'bbox_area': 14, 'r0': 5, 'c0': 3, 'r1': 11, 'c1': 4, 'edge_count': 0, 'largest_component': 14}, {'color': 9, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 0, 'c0': 8, 'r1': 2, 'c1': 10, 'edge_count': 3, 'largest_component': 9}]","['count_max_low', 'bbox_w_max_low', 'bbox_w_max_high', 'bbox_area_max_low', 'bbox_area_max_high', 'r0_max_low', 'r0_max_high', 'c0_max_low', 'c0_max_high', 'c1_max_low', 'c1_max_high', 'edge_count_max_low', 'edge_count_max_high', 'largest_component_max_low', 'count_rank0']"
24,2,3,"[{'color': 1, 'count': 16, 'bbox_h': 2, 'bbox_w': 8, 'bbox_area': 16, 'r0': 4, 'c0': 7, 'r1': 5, 'c1': 14, 'edge_count': 0, 'largest_component': 16}, {'color': 2, 'count': 8, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 0, 'c0': 6, 'r1': 2, 'c1': 8, 'edge_count': 3, 'largest_component': 8}, {'color': 4, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 11, 'c0': 4, 'r1': 13, 'c1': 5, 'edge_count': 2, 'largest_component': 6}, {'color': 7, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 11, 'c0': 11, 'r1': 13, 'c1': 13, 'edge_count': 3, 'largest_component': 9}, {'color': 8, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 6, 'c0': 9, 'r1': 8, 'c1': 11, 'edge_count': 0, 'largest_component': 9}]","['bbox_h_max_low', 'r0_min_low', 'r0_min_high', 'r1_min_low', 'r1_min_high', 'edge_count_max_low', 'count_rank3']"
25,6,3,"[{'color': 1, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 6, 'c0': 10, 'r1': 8, 'c1': 12, 'edge_count': 0, 'largest_component': 9}, {'color': 2, 'count': 32, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'r0': 1, 'c0': 0, 'r1': 4, 'c1': 7, 'edge_count': 4, 'largest_component': 32}, {'color': 3, 'count': 14, 'bbox_h': 2, 'bbox_w': 7, 'bbox_area': 14, 'r0': 7, 'c0': 0, 'r1': 8, 'c1': 6, 'edge_count': 2, 'largest_component': 14}, {'color': 4, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 13, 'c0': 8, 'r1': 14, 'c1': 9, 'edge_count': 0, 'largest_component': 4}, {'color': 5, 'count': 8, 'bbox_h': 4, 'bbox_w': 2, 'bbox_area': 8, 'r0': 0, 'c0': 15, 'r1': 3, 'c1': 16, 'edge_count': 2, 'largest_component': 8}, {'color': 6, 'count': 13, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'r0': 9, 'c0': 15, 'r1': 13, 'c1': 17, 'edge_count': 5, 'largest_component': 13}, {'color': 8, 'count': 30, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'r0': 11, 'c0': 2, 'r1': 15, 'c1': 7, 'edge_count': 6, 'largest_component': 30}]","['bbox_h_max_low', 'c0_max_high', 'c1_max_low', 'c1_max_high', 'count_rank3']"
26,4,0,"[{'color': 1, 'count': 8, 'bbox_h': 2, 'bbox_w': 4, 'bbox_area': 8, 'r0': 8, 'c0': 3, 'r1': 9, 'c1': 6, 'edge_count': 0, 'largest_component': 8}, {'color': 4, 'count': 19, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'r0': 2, 'c0': 6, 'r1': 5, 'c1': 10, 'edge_count': 0, 'largest_component': 19}, {'color': 5, 'count': 8, 'bbox_h': 4, 'bbox_w': 2, 'bbox_area': 8, 'r0': 0, 'c0': 3, 'r1': 3, 'c1': 4, 'edge_count': 2, 'largest_component': 8}, {'color': 6, 'count': 10, 'bbox_h': 2, 'bbox_w': 5, 'bbox_area': 10, 'r0': 10, 'c0': 2, 'r1': 11, 'c1': 6, 'edge_count': 0, 'largest_component': 10}, {'color': 8, 'count': 16, 'bbox_h': 8, 'bbox_w': 2, 'bbox_area': 16, 'r0': 0, 'c0': 11, 'r1': 7, 'c1': 12, 'edge_count': 2, 'largest_component': 16}]","['count_max_low', 'count_max_high', 'bbox_w_max_low', 'bbox_area_max_low', 'bbox_area_max_high', 'largest_component_max_low', 'largest_component_max_high', 'count_rank0']"
27,3,2,"[{'color': 2, 'count': 16, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 8, 'c0': 9, 'r1': 11, 'c1': 12, 'edge_count': 0, 'largest_component': 16}, {'color': 3, 'count': 17, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'r0': 13, 'c0': 10, 'r1': 15, 'c1': 15, 'edge_count': 6, 'largest_component': 17}, {'color': 4, 'count': 21, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'r0': 8, 'c0': 5, 'r1': 14, 'c1': 7, 'edge_count': 0, 'largest_component': 21}, {'color': 6, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 0, 'c0': 4, 'r1': 2, 'c1': 6, 'edge_count': 3, 'largest_component': 9}, {'color': 7, 'count': 42, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'r0': 1, 'c0': 8, 'r1': 7, 'c1': 13, 'edge_count': 0, 'largest_component': 42}, {'color': 9, 'count': 12, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 3, 'c0': 4, 'r1': 5, 'c1': 7, 'edge_count': 0, 'largest_component': 12}]","['bbox_h_min_low', 'bbox_w_max_low', 'r0_max_low', 'r0_max_high', 'c0_max_low', 'c0_max_high', 'r1_max_low', 'r1_max_high', 'c1_max_low', 'c1_max_high', 'edge_count_max_low', 'edge_count_max_high', 'count_rank2']"
28,9,5,"[{'color': 2, 'count': 15, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'r0': 0, 'c0': 12, 'r1': 4, 'c1': 14, 'edge_count': 3, 'largest_component': 15}, {'color': 3, 'count': 30, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'r0': 8, 'c0': 1, 'r1': 12, 'c1': 6, 'edge_count': 0, 'largest_component': 30}, {'color': 4, 'count': 30, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'r0': 2, 'c0': 6, 'r1': 6, 'c1': 11, 'edge_count': 0, 'largest_component': 30}, {'color': 5, 'count': 24, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 5, 'edge_count': 9, 'largest_component': 24}, {'color': 7, 'count': 10, 'bbox_h': 2, 'bbox_w': 5, 'bbox_area': 10, 'r0': 14, 'c0': 7, 'r1': 15, 'c1': 11, 'edge_count': 5, 'largest_component': 10}, {'color': 9, 'count': 8, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 11, 'c0': 14, 'r1': 13, 'c1': 16, 'edge_count': 0, 'largest_component': 8}]","['count_min_low', 'count_min_high', 'bbox_w_min_high', 'bbox_area_min_low', 'bbox_area_min_high', 'c0_max_low', 'c0_max_high', 'c1_max_low', 'c1_max_high', 'edge_count_min_high', 'largest_component_min_low', 'largest_component_min_high']"
29,1,2,"[{'color': 1, 'count': 16, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'r0': 10, 'c0': 11, 'r1': 12, 'c1': 16, 'edge_count': 0, 'largest_component': 16}, {'color': 5, 'count': 21, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'r0': 10, 'c0': 7, 'r1': 16, 'c1': 9, 'edge_count': 0, 'largest_component': 21}, {'color': 6, 'count': 15, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'r0': 1, 'c0': 15, 'r1': 5, 'c1': 17, 'edge_count': 5, 'largest_component': 15}, {'color': 7, 'count': 28, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'r0': 1, 'c0': 9, 'r1': 7, 'c1': 12, 'edge_count': 0, 'largest_component': 28}, {'color': 8, 'count': 14, 'bbox_h': 7, 'bbox_w': 2, 'bbox_area': 14, 'r0': 5, 'c0': 0, 'r1': 11, 'c1': 1, 'edge_count': 7, 'largest_component': 14}, {'color': 9, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 3, 'c0': 6, 'r1': 5, 'c1': 8, 'edge_count': 0, 'largest_component': 9}]","['bbox_h_min_low', 'bbox_w_max_low', 'bbox_w_max_high', 'r0_max_low', 'edge_count_min_low', 'count_rank2']"
30,9,0,"[{'color': 1, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 11, 'c0': 16, 'r1': 13, 'c1': 17, 'edge_count': 4, 'largest_component': 6}, {'color': 3, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 9, 'c0': 2, 'r1': 11, 'c1': 3, 'edge_count': 0, 'largest_component': 6}, {'color': 6, 'count': 18, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'r0': 5, 'c0': 14, 'r1': 10, 'c1': 16, 'edge_count': 0, 'largest_component': 18}, {'color': 7, 'count': 21, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'r0': 1, 'c0': 9, 'r1': 3, 'c1': 15, 'edge_count': 0, 'largest_component': 21}, {'color': 9, 'count': 26, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'r0': 5, 'c0': 0, 'r1': 8, 'c1': 6, 'edge_count': 4, 'largest_component': 26}]","['count_max_low', 'count_max_high', 'bbox_w_max_high', 'bbox_area_max_low', 'bbox_area_max_high', 'c0_min_low', 'c0_min_high', 'edge_count_max_high', 'largest_component_max_low', 'largest_component_max_high', 'count_rank0']"
31,8,4,"[{'color': 1, 'count': 14, 'bbox_h': 2, 'bbox_w': 7, 'bbox_area': 14, 'r0': 0, 'c0': 8, 'r1': 1, 'c1': 14, 'edge_count': 8, 'largest_component': 14}, {'color': 2, 'count': 10, 'bbox_h': 2, 'bbox_w': 5, 'bbox_area': 10, 'r0': 9, 'c0': 2, 'r1': 10, 'c1': 6, 'edge_count': 0, 'largest_component': 10}, {'color': 3, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 4, 'c0': 4, 'r1': 6, 'c1': 5, 'edge_count': 0, 'largest_component': 6}, {'color': 5, 'count': 10, 'bbox_h': 2, 'bbox_w': 5, 'bbox_area': 10, 'r0': 13, 'c0': 8, 'r1': 14, 'c1': 12, 'edge_count': 0, 'largest_component': 10}, {'color': 8, 'count': 8, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 12, 'c0': 2, 'r1': 14, 'c1': 4, 'edge_count': 0, 'largest_component': 8}, {'color': 9, 'count': 12, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 3, 'c0': 9, 'r1': 5, 'c1': 12, 'edge_count': 0, 'largest_component': 12}]","['c0_min_high', 'r1_max_high', 'c1_min_low', 'c1_min_high']"
32,7,3,"[{'color': 1, 'count': 16, 'bbox_h': 2, 'bbox_w': 8, 'bbox_area': 16, 'r0': 15, 'c0': 1, 'r1': 16, 'c1': 8, 'edge_count': 0, 'largest_component': 16}, {'color': 2, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 11, 'c0': 6, 'r1': 12, 'c1': 7, 'edge_count': 0, 'largest_component': 4}, {'color': 5, 'count': 12, 'bbox_h': 6, 'bbox_w': 2, 'bbox_area': 12, 'r0': 3, 'c0': 11, 'r1': 8, 'c1': 12, 'edge_count': 0, 'largest_component': 12}, {'color': 6, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 1, 'c0': 8, 'r1': 2, 'c1': 9, 'edge_count': 0, 'largest_component': 4}, {'color': 7, 'count': 10, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 0, 'c0': 11, 'r1': 2, 'c1': 14, 'edge_count': 6, 'largest_component': 10}, {'color': 8, 'count': 16, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 13, 'c0': 10, 'r1': 16, 'c1': 13, 'edge_count': 0, 'largest_component': 16}]","['r0_min_low', 'r0_min_high', 'c0_max_high', 'r1_min_high', 'c1_max_low', 'c1_max_high', 'edge_count_max_low', 'edge_count_max_high', 'count_rank3']"
33,9,1,"[{'color': 2, 'count': 15, 'bbox_h': 3, 'bbox_w': 5, 'bbox_area': 15, 'r0': 8, 'c0': 0, 'r1': 10, 'c1': 4, 'edge_count': 3, 'largest_component': 15}, {'color': 5, 'count': 32, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'r0': 3, 'c0': 1, 'r1': 6, 'c1': 8, 'edge_count': 0, 'largest_component': 32}, {'color': 7, 'count': 8, 'bbox_h': 4, 'bbox_w': 2, 'bbox_area': 8, 'r0': 7, 'c0': 8, 'r1': 10, 'c1': 9, 'edge_count': 0, 'largest_component': 8}, {'color': 8, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 3, 'c0': 11, 'r1': 4, 'c1': 12, 'edge_count': 2, 'largest_component': 4}, {'color': 9, 'count': 17, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'r0': 0, 'c0': 3, 'r1': 2, 'c1': 9, 'edge_count': 7, 'largest_component': 17}]","['r0_min_low', 'r0_min_high', 'r1_min_low', 'r1_min_high', 'edge_count_max_low', 'edge_count_max_high', 'count_rank1']"
34,8,0,"[{'color': 3, 'count': 16, 'bbox_h': 8, 'bbox_w': 2, 'bbox_area': 16, 'r0': 1, 'c0': 12, 'r1': 8, 'c1': 13, 'edge_count': 0, 'largest_component': 16}, {'color': 5, 'count': 18, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'r0': 0, 'c0': 2, 'r1': 2, 'c1': 7, 'edge_count': 6, 'largest_component': 18}, {'color': 6, 'count': 14, 'bbox_h': 7, 'bbox_w': 2, 'bbox_area': 14, 'r0': 3, 'c0': 6, 'r1': 9, 'c1': 7, 'edge_count': 0, 'largest_component': 14}, {'color': 8, 'count': 19, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'r0': 3, 'c0': 0, 'r1': 7, 'c1': 3, 'edge_count': 5, 'largest_component': 19}, {'color': 9, 'count': 16, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 10, 'c0': 9, 'r1': 13, 'c1': 12, 'edge_count': 0, 'largest_component': 16}]","['count_max_low', 'count_max_high', 'bbox_area_max_low', 'bbox_area_max_high', 'c0_min_low', 'c0_min_high', 'c1_min_low', 'c1_min_high', 'largest_component_max_low', 'largest_component_max_high', 'count_rank0']"
35,1,1,"[{'color': 1, 'count': 14, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'r0': 4, 'c0': 4, 'r1': 7, 'c1': 8, 'edge_count': 0, 'largest_component': 14}, {'color': 2, 'count': 8, 'bbox_h': 4, 'bbox_w': 2, 'bbox_area': 8, 'r0': 8, 'c0': 7, 'r1': 11, 'c1': 8, 'edge_count': 0, 'largest_component': 8}, {'color': 3, 'count': 6, 'bbox_h': 2, 'bbox_w': 3, 'bbox_area': 6, 'r0': 11, 'c0': 10, 'r1': 12, 'c1': 12, 'edge_count': 0, 'largest_component': 6}, {'color': 4, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 2, 'c0': 2, 'r1': 3, 'c1': 3, 'edge_count': 0, 'largest_component': 4}, {'color': 7, 'count': 12, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'r0': 0, 'c0': 5, 'r1': 3, 'c1': 7, 'edge_count': 3, 'largest_component': 12}, {'color': 9, 'count': 16, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 0, 'c0': 10, 'r1': 3, 'c1': 13, 'edge_count': 7, 'largest_component': 16}]","['bbox_h_max_low', 'bbox_w_max_low', 'bbox_w_max_high', 'bbox_area_max_low', 'bbox_area_max_high', 'edge_count_min_low', 'count_rank1']"
36,5,5,"[{'color': 1, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 14, 'c0': 0, 'r1': 16, 'c1': 1, 'edge_count': 3, 'largest_component': 6}, {'color': 2, 'count': 15, 'bbox_h': 3, 'bbox_w': 5, 'bbox_area': 15, 'r0': 6, 'c0': 7, 'r1': 8, 'c1': 11, 'edge_count': 0, 'largest_component': 15}, {'color': 3, 'count': 10, 'bbox_h': 5, 'bbox_w': 2, 'bbox_area': 10, 'r0': 1, 'c0': 0, 'r1': 5, 'c1': 1, 'edge_count': 5, 'largest_component': 10}, {'color': 4, 'count': 20, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'r0': 11, 'c0': 6, 'r1': 14, 'c1': 10, 'edge_count': 0, 'largest_component': 20}, {'color': 5, 'count': 10, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 1, 'c0': 10, 'r1': 3, 'c1': 13, 'edge_count': 0, 'largest_component': 10}, {'color': 8, 'count': 24, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'r0': 9, 'c0': 12, 'r1': 16, 'c1': 14, 'edge_count': 8, 'largest_component': 24}, {'color': 9, 'count': 18, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'r0': 1, 'c0': 4, 'r1': 3, 'c1': 9, 'edge_count': 0, 'largest_component': 18}]",['r1_min_low']
37,7,2,"[{'color': 1, 'count': 24, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'r0': 10, 'c0': 7, 'r1': 17, 'c1': 9, 'edge_count': 3, 'largest_component': 24}, {'color': 3, 'count': 12, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'r0': 9, 'c0': 12, 'r1': 12, 'c1': 14, 'edge_count': 0, 'largest_component': 12}, {'color': 4, 'count': 10, 'bbox_h': 5, 'bbox_w': 2, 'bbox_area': 10, 'r0': 6, 'c0': 0, 'r1': 10, 'c1': 1, 'edge_count': 5, 'largest_component': 10}, {'color': 6, 'count': 35, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'r0': 0, 'c0': 13, 'r1': 6, 'c1': 17, 'edge_count': 11, 'largest_component': 35}, {'color': 7, 'count': 15, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'r0': 5, 'c0': 7, 'r1': 7, 'c1': 12, 'edge_count': 0, 'largest_component': 15}]","['bbox_h_min_low', 'bbox_h_min_high', 'bbox_w_max_low', 'bbox_w_max_high', 'edge_count_min_high', 'count_rank2']"
38,5,0,"[{'color': 1, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 0, 'c0': 13, 'r1': 2, 'c1': 15, 'edge_count': 3, 'largest_component': 9}, {'color': 2, 'count': 6, 'bbox_h': 2, 'bbox_w': 3, 'bbox_area': 6, 'r0': 13, 'c0': 5, 'r1': 14, 'c1': 7, 'edge_count': 3, 'largest_component': 6}, {'color': 4, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 8, 'c0': 2, 'r1': 9, 'c1': 3, 'edge_count': 0, 'largest_component': 4}, {'color': 5, 'count': 31, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'r0': 5, 'c0': 11, 'r1': 11, 'c1': 15, 'edge_count': 0, 'largest_component': 31}, {'color': 6, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 4, 'c0': 0, 'r1': 5, 'c1': 1, 'edge_count': 2, 'largest_component': 4}, {'color': 7, 'count': 21, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'r0': 8, 'c0': 4, 'r1': 10, 'c1': 10, 'edge_count': 0, 'largest_component': 21}, {'color': 8, 'count': 20, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'r0': 1, 'c0': 5, 'r1': 4, 'c1': 9, 'edge_count': 0, 'largest_component': 20}]","['count_max_low', 'count_max_high', 'bbox_h_max_low', 'bbox_h_max_high', 'bbox_area_max_low', 'bbox_area_max_high', 'c1_max_high', 'largest_component_max_low', 'largest_component_max_high', 'count_rank0']"
39,4,3,"[{'color': 2, 'count': 10, 'bbox_h': 2, 'bbox_w': 5, 'bbox_area': 10, 'r0': 11, 'c0': 0, 'r1': 12, 'c1': 4, 'edge_count': 2, 'largest_component': 10}, {'color': 3, 'count': 8, 'bbox_h': 4, 'bbox_w': 2, 'bbox_area': 8, 'r0': 3, 'c0': 3, 'r1': 6, 'c1': 4, 'edge_count': 0, 'largest_component': 8}, {'color': 4, 'count': 11, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 8, 'c0': 2, 'r1': 10, 'c1': 5, 'edge_count': 0, 'largest_component': 11}, {'color': 5, 'count': 16, 'bbox_h': 2, 'bbox_w': 8, 'bbox_area': 16, 'r0': 0, 'c0': 3, 'r1': 1, 'c1': 10, 'edge_count': 8, 'largest_component': 16}, {'color': 8, 'count': 15, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'r0': 3, 'c0': 0, 'r1': 7, 'c1': 2, 'edge_count': 5, 'largest_component': 15}, {'color': 9, 'count': 36, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'r0': 8, 'c0': 6, 'r1': 13, 'c1': 11, 'edge_count': 6, 'largest_component': 36}]","['edge_count_min_high', 'count_rank3']"
40,9,3,"[{'color': 2, 'count': 9, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 8, 'c0': 13, 'r1': 10, 'c1': 15, 'edge_count': 3, 'largest_component': 9}, {'color': 4, 'count': 6, 'bbox_h': 3, 'bbox_w': 2, 'bbox_area': 6, 'r0': 7, 'c0': 10, 'r1': 9, 'c1': 11, 'edge_count': 0, 'largest_component': 6}, {'color': 5, 'count': 21, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'r0': 1, 'c0': 4, 'r1': 3, 'c1': 10, 'edge_count': 0, 'largest_component': 21}, {'color': 6, 'count': 4, 'bbox_h': 2, 'bbox_w': 2, 'bbox_area': 4, 'r0': 10, 'c0': 5, 'r1': 11, 'c1': 6, 'edge_count': 0, 'largest_component': 4}, {'color': 7, 'count': 16, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'r0': 0, 'c0': 11, 'r1': 3, 'c1': 14, 'edge_count': 4, 'largest_component': 16}, {'color': 9, 'count': 8, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 11, 'c0': 9, 'r1': 13, 'c1': 11, 'edge_count': 0, 'largest_component': 8}]","['r0_max_low', 'r0_max_high', 'r1_max_low', 'r1_max_high', 'edge_count_min_high', 'count_rank3']"
41,3,3,"[{'color': 2, 'count': 12, 'bbox_h': 6, 'bbox_w': 2, 'bbox_area': 12, 'r0': 0, 'c0': 2, 'r1': 5, 'c1': 3, 'edge_count': 2, 'largest_component': 12}, {'color': 3, 'count': 13, 'bbox_h': 3, 'bbox_w': 5, 'bbox_area': 15, 'r0': 12, 'c0': 4, 'r1': 14, 'c1': 8, 'edge_count': 5, 'largest_component': 13}, {'color': 4, 'count': 32, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'r0': 5, 'c0': 12, 'r1': 12, 'c1': 15, 'edge_count': 0, 'largest_component': 32}, {'color': 5, 'count': 16, 'bbox_h': 8, 'bbox_w': 2, 'bbox_area': 16, 'r0': 3, 'c0': 16, 'r1': 10, 'c1': 17, 'edge_count': 8, 'largest_component': 16}, {'color': 8, 'count': 12, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'r0': 10, 'c0': 1, 'r1': 13, 'c1': 3, 'edge_count': 0, 'largest_component': 12}, {'color': 9, 'count': 16, 'bbox_h': 2, 'bbox_w': 8, 'bbox_area': 16, 'r0': 0, 'c0': 6, 'r1': 1, 'c1': 13, 'edge_count': 8, 'largest_component': 16}]","['r0_max_low', 'r0_max_high', 'r1_max_low', 'r1_max_high', 'count_rank3']"
42,2,4,"[{'color': 1, 'count': 8, 'bbox_h': 2, 'bbox_w': 4, 'bbox_area': 8, 'r0': 3, 'c0': 1, 'r1': 4, 'c1': 4, 'edge_count': 0, 'largest_component': 8}, {'color': 2, 'count': 8, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'r0': 11, 'c0': 2, 'r1': 13, 'c1': 4, 'edge_count': 0, 'largest_component': 8}, {'color': 3, 'count': 24, 'bbox_h': 3, 'bbox_w': 8, 'bbox_area': 24, 'r0': 0, 'c0': 4, 'r1': 2, 'c1': 11, 'edge_count': 8, 'largest_component': 24}, {'color': 4, 'count': 12, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'r0': 10, 'c0': 10, 'r1': 12, 'c1': 13, 'edge_count': 0, 'largest_component': 12}, {'color': 5, 'count': 14, 'bbox_h': 2, 'bbox_w': 7, 'bbox_area': 14, 'r0': 6, 'c0': 6, 'r1': 7, 'c1': 12, 'edge_count': 0, 'largest_component': 14}]","['count_min_high', 'bbox_h_max_low', 'bbox_w_min_low', 'bbox_w_min_high', 'r0_max_low', 'r0_max_high', 'r1_max_low', 'r1_max_high', 'c1_min_high', 'largest_component_min_high']"
