rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
92,213,signature_lookup_current,P0,20067,15.093168046213481,9000,0.8018520974681618,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
93,359,signature_lookup_current,P0,19771,15.10802850342512,9000,0.7869916402565238,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
94,367,signature_lookup_current,P0,19707,15.111270818439417,9000,0.7837493252422263,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
95,5,signature_lookup_current,P0,19387,15.127641982660792,9000,0.7673781610208508,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
97,202,signature_lookup_current,P0,19206,15.137021990802081,9000,0.7579981528795621,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
98,59,signature_lookup_current,P0,19163,15.139263384531505,9000,0.7557567591501382,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
99,256,signature_lookup_current,P0,19067,15.144285628935556,9000,0.7507345147460871,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
100,46,signature_lookup_current,P0,19000,15.147805741851423,9000,0.7472144018302203,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
101,70,signature_lookup_current,P0,18939,15.151021432964265,3000,1.8426109993854904,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
102,281,signature_lookup_current,P0,18843,15.156103228877509,3000,1.837529203472247,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
103,379,signature_lookup_current,P0,18843,15.156103228877509,3000,1.837529203472247,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
105,69,signature_lookup_current,P0,18263,15.187367565807959,3000,1.806264866541797,説明可能な decision tree / affine hash / color-role rule,small Gather or pruned branch graph; no per-example label table,"arc-gen memorization, large ScatterND, large MatMul hash",teacher artifactはoracleとしてprofileし、入出力差分から人間可読なinvariantだけを採用する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
