added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
5,"0,1:1 0,4:1 0,-2:1 0,7:1 0,2:1",horizontal:5,2,2,True,"[{""added"": 3, ""added_bbox"": ""(17, 4, 26, 6)"", ""color"": 1, ""delta_counts"": {""0,-2"": 1, ""0,1"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 2.3333, ""output_count"": 31, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(17, 0, 26, 8)"", ""top_delta"": ""(0, 1):1 (0, 4):1 (0, -2):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(1, 10, 2, 10)"", ""color"": 5, ""delta_counts"": {""0,2"": 1, ""0,7"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.5, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 3, 2, 8)"", ""top_delta"": ""(0, 7):1 (0, 2):1"", ""top_line_type"": ""horizontal:2""}]","0,1",horizontal,80,"(0, 0, 27, 11)",True,"(0, 4, 27, 11)",0,5,"(28, 14)",arc-gen
3,"-5,0:2 1,0:1",vertical:3,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 28, ""output_count"": 28, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(2, 11, 8, 19)""}, {""added"": 3, ""added_bbox"": ""(3, 2, 5, 18)"", ""color"": 6, ""delta_counts"": {""-5,0"": 2, ""1,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 3.6667, ""output_count"": 31, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 2, 10, 18)"", ""top_delta"": ""(-5, 0):2 (1, 0):1"", ""top_line_type"": ""vertical:3""}]","-5,0",vertical,81,"(2, 0, 13, 27)",False,"(3, 0, 13, 27)",0,5,"(17, 28)",arc-gen
5,"0,-6:2 0,-10:1 0,-1:1 0,10:1",horizontal:5,2,2,False,"[{""added"": 3, ""added_bbox"": ""(12, 4, 23, 4)"", ""color"": 2, ""delta_counts"": {""0,-10"": 1, ""0,-6"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 7.3333, ""output_count"": 28, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(12, 10, 23, 14)"", ""top_delta"": ""(0, -6):2 (0, -10):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(3, 8, 24, 15)""}, {""added"": 2, ""added_bbox"": ""(20, 11, 23, 13)"", ""color"": 9, ""delta_counts"": {""0,-1"": 1, ""0,10"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 5.5, ""output_count"": 27, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(20, 1, 23, 14)"", ""top_delta"": ""(0, -1):1 (0, 10):1"", ""top_line_type"": ""horizontal:2""}]","0,-6",horizontal,82,"(0, 1, 24, 15)",False,"(0, 3, 24, 13)",0,8,"(25, 16)",arc-gen
4,"0,-9:2 0,11:1 0,2:1",horizontal:4,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 30, ""output_count"": 30, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(13, 13, 14, 13)"", ""color"": 5, ""delta_counts"": {""0,-9"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 9.0, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(13, 22, 14, 22)"", ""top_delta"": ""(0, -9):2"", ""top_line_type"": ""horizontal:2""}, {""added"": 2, ""added_bbox"": ""(28, 17, 29, 17)"", ""color"": 6, ""delta_counts"": {""0,11"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 6.5, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(28, 6, 29, 15)"", ""top_delta"": ""(0, 11):1 (0, 2):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(11, 16, 11, 16)""}]","0,-9",horizontal,83,"(0, 4, 29, 22)",False,"(0, 4, 29, 18)",0,5,"(30, 24)",arc-gen
2,"0,-3:1 0,-1:1",horizontal:2,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(2, 0, 8, 1)""}, {""added"": 2, ""added_bbox"": ""(5, 6, 6, 6)"", ""color"": 9, ""delta_counts"": {""0,-1"": 1, ""0,-3"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 2.0, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 7, 6, 9)"", ""top_delta"": ""(0, -3):1 (0, -1):1"", ""top_line_type"": ""horizontal:2""}]","0,-3",horizontal,84,"(0, 0, 17, 9)",False,"(0, 5, 17, 6)",0,4,"(18, 13)",arc-gen
4,"-3,0:1 17,0:1 16,0:1 8,0:1",vertical:4,3,3,True,"[{""added"": 1, ""added_bbox"": ""(6, 5, 6, 5)"", ""color"": 5, ""delta_counts"": {""-3,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 18, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 5, 9, 5)"", ""top_delta"": ""(-3, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 3, ""added_bbox"": ""(18, 1, 18, 15)"", ""color"": 8, ""delta_counts"": {""16,0"": 1, ""17,0"": 1, ""8,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 13.6667, ""output_count"": 20, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 1, 10, 15)"", ""top_delta"": ""(17, 0):1 (16, 0):1 (8, 0):1"", ""top_line_type"": ""vertical:3""}]","-3,0",vertical,85,"(1, 0, 19, 16)",True,"(5, 0, 19, 16)",0,4,"(20, 17)",arc-gen
5,"0,3:2 0,-7:1 0,11:1 0,-2:1",horizontal:5,3,3,False,"[{""added"": 3, ""added_bbox"": ""(13, 13, 26, 15)"", ""color"": 2, ""delta_counts"": {""0,-7"": 1, ""0,11"": 1, ""0,3"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 7.0, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(13, 2, 26, 22)"", ""top_delta"": ""(0, -7):1 (0, 3):1 (0, 11):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(7, 1, 7, 1)""}, {""added"": 1, ""added_bbox"": ""(24, 5, 24, 5)"", ""color"": 8, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(24, 2, 24, 2)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(19, 21, 19, 21)"", ""color"": 9, ""delta_counts"": {""0,-2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(19, 23, 19, 23)"", ""top_delta"": ""(0, -2):1"", ""top_line_type"": ""horizontal:1""}]","0,3",horizontal,86,"(0, 1, 28, 23)",False,"(0, 5, 28, 21)",0,6,"(29, 24)",arc-gen
3,"3,0:1 -4,0:1 -7,0:1",vertical:3,1,1,True,"[{""added"": 3, ""added_bbox"": ""(5, 1, 7, 14)"", ""color"": 3, ""delta_counts"": {""-4,0"": 1, ""-7,0"": 1, ""3,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 22, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 4.6667, ""output_count"": 22, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 1, 14, 14)"", ""top_delta"": ""(3, 0):1 (-4, 0):1 (-7, 0):1"", ""top_line_type"": ""vertical:3""}]","3,0",vertical,87,"(2, 0, 14, 18)",True,"(5, 0, 7, 18)",0,3,"(15, 19)",arc-gen
9,"0,-10:1 0,4:1 0,8:1 0,12:1 0,2:1 0,19:1 0,6:1 0,-7:1",horizontal:9,3,3,True,"[{""added"": 2, ""added_bbox"": ""(9, 4, 10, 6)"", ""color"": 4, ""delta_counts"": {""0,-10"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 7.0, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(9, 0, 10, 16)"", ""top_delta"": ""(0, -10):1 (0, 4):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 4, ""added_bbox"": ""(3, 19, 24, 19)"", ""color"": 7, ""delta_counts"": {""0,12"": 1, ""0,19"": 1, ""0,2"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.25, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 10.25, ""output_count"": 31, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(3, 0, 24, 17)"", ""top_delta"": ""(0, 8):1 (0, 12):1 (0, 2):1 (0, 19):1"", ""top_line_type"": ""horizontal:4""}, {""added"": 3, ""added_bbox"": ""(3, 13, 23, 15)"", ""color"": 8, ""delta_counts"": {""0,-7"": 1, ""0,13"": 1, ""0,6"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 8.6667, ""output_count"": 30, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 0, 23, 22)"", ""top_delta"": ""(0, 6):1 (0, -7):1 (0, 13):1"", ""top_line_type"": ""horizontal:3""}]","0,-10",horizontal,88,"(0, 0, 26, 22)",True,"(0, 4, 26, 20)",0,9,"(27, 23)",arc-gen
2,"0,3:1 0,2:1",horizontal:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(26, 4, 26, 4)"", ""color"": 2, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 28, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(26, 1, 26, 1)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(9, 2, 20, 3)""}, {""added"": 1, ""added_bbox"": ""(10, 12, 10, 12)"", ""color"": 8, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 28, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(10, 10, 10, 10)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}]","0,3",horizontal,89,"(0, 1, 26, 13)",False,"(0, 4, 26, 13)",0,4,"(27, 15)",arc-gen
4,"1,0:2 -3,0:2",vertical:4,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(0, 16, 0, 16)""}, {""added"": 4, ""added_bbox"": ""(4, 1, 6, 19)"", ""color"": 6, ""delta_counts"": {""-3,0"": 2, ""1,0"": 2}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 4}, ""mean_manhattan"": 2.0, ""output_count"": 24, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(3, 1, 9, 19)"", ""top_delta"": ""(1, 0):2 (-3, 0):2"", ""top_line_type"": ""vertical:4""}]","1,0",vertical,90,"(0, 0, 9, 19)",False,"(4, 0, 6, 19)",0,5,"(12, 20)",arc-gen
3,"0,4:1 0,10:1 0,-4:1",horizontal:3,2,2,False,"[{""added"": 2, ""added_bbox"": ""(5, 12, 11, 12)"", ""color"": 1, ""delta_counts"": {""0,10"": 1, ""0,4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 7.0, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 2, 11, 8)"", ""top_delta"": ""(0, 4):1 (0, 10):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(4, 3, 4, 3)""}, {""added"": 1, ""added_bbox"": ""(1, 7, 1, 7)"", ""color"": 5, ""delta_counts"": {""0,-4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 11, 1, 11)"", ""top_delta"": ""(0, -4):1"", ""top_line_type"": ""horizontal:1""}]","0,4",horizontal,91,"(0, 2, 17, 13)",False,"(0, 6, 17, 13)",0,4,"(18, 19)",arc-gen
5,"0,9:2 0,10:1 0,3:1 0,-2:1",horizontal:5,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(25, 17, 25, 17)""}, {""added"": 3, ""added_bbox"": ""(1, 20, 28, 20)"", ""color"": 2, ""delta_counts"": {""0,10"": 1, ""0,9"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 33, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 9.3333, ""output_count"": 33, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 10, 28, 11)"", ""top_delta"": ""(0, 9):2 (0, 10):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 1, ""added_bbox"": ""(23, 4, 23, 4)"", ""color"": 6, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(23, 1, 23, 1)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(9, 15, 9, 15)"", ""color"": 9, ""delta_counts"": {""0,-2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 17, 9, 17)"", ""top_delta"": ""(0, -2):1"", ""top_line_type"": ""horizontal:1""}]","0,9",horizontal,92,"(0, 1, 29, 21)",False,"(0, 4, 29, 21)",0,6,"(30, 23)",arc-gen
6,"0,-4:2 0,16:1 0,-12:1 0,21:1 0,6:1",horizontal:6,4,4,False,"[{""added"": 1, ""added_bbox"": ""(4, 18, 4, 18)"", ""color"": 2, ""delta_counts"": {""0,16"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 16.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 2, 4, 2)"", ""top_delta"": ""(0, 16):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 3, ""added_bbox"": ""(1, 5, 12, 5)"", ""color"": 3, ""delta_counts"": {""0,-12"": 1, ""0,-4"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 6.6667, ""output_count"": 19, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 9, 12, 17)"", ""top_delta"": ""(0, -4):2 (0, -12):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(13, 1, 13, 1)""}, {""added"": 2, ""added_bbox"": ""(10, 27, 15, 27)"", ""color"": 8, ""delta_counts"": {""0,21"": 1, ""0,6"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 13.5, ""output_count"": 18, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(10, 6, 15, 21)"", ""top_delta"": ""(0, 21):1 (0, 6):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 16, ""output_count"": 16, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,-4",horizontal,93,"(0, 1, 15, 28)",False,"(0, 4, 15, 28)",0,7,"(16, 30)",arc-gen
2,"0,-8:1 0,1:1",horizontal:2,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(7, 0, 26, 8)""}, {""added"": 2, ""added_bbox"": ""(3, 5, 17, 7)"", ""color"": 3, ""delta_counts"": {""0,-8"": 1, ""0,1"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.5, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(3, 4, 17, 15)"", ""top_delta"": ""(0, -8):1 (0, 1):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 27, ""output_count"": 27, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,-8",horizontal,94,"(0, 0, 26, 15)",False,"(0, 5, 26, 13)",0,5,"(27, 18)",arc-gen
4,"0,-4:2 0,-9:1 0,7:1",horizontal:4,3,3,True,"[{""added"": 1, ""added_bbox"": ""(14, 5, 14, 5)"", ""color"": 1, ""delta_counts"": {""0,-9"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 9.0, ""output_count"": 26, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(14, 14, 14, 14)"", ""top_delta"": ""(0, -9):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 25, ""output_count"": 25, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 3, ""added_bbox"": ""(9, 9, 15, 11)"", ""color"": 9, ""delta_counts"": {""0,-4"": 2, ""0,7"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 5.0, ""output_count"": 28, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(9, 2, 15, 15)"", ""top_delta"": ""(0, -4):2 (0, 7):1"", ""top_line_type"": ""horizontal:3""}]","0,-4",horizontal,95,"(0, 2, 24, 19)",True,"(0, 4, 24, 19)",0,4,"(25, 25)",arc-gen
5,"0,-1:2 0,-6:1 0,-3:1 0,11:1",horizontal:5,2,2,True,"[{""added"": 1, ""added_bbox"": ""(8, 4, 8, 4)"", ""color"": 1, ""delta_counts"": {""0,-6"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 6.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 10, 8, 10)"", ""top_delta"": ""(0, -6):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 4, ""added_bbox"": ""(0, 11, 9, 13)"", ""color"": 9, ""delta_counts"": {""0,-1"": 2, ""0,-3"": 1, ""0,11"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 4.0, ""output_count"": 24, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(0, 0, 9, 16)"", ""top_delta"": ""(0, -1):2 (0, -3):1 (0, 11):1"", ""top_line_type"": ""horizontal:4""}]","0,-1",horizontal,96,"(0, 0, 19, 16)",True,"(0, 3, 19, 13)",0,5,"(20, 17)",arc-gen
8,"0,17:1 0,3:1 0,2:1 0,8:1 0,-13:1 0,-24:1 0,-19:1 0,-1:1",horizontal:8,4,4,True,"[{""added"": 1, ""added_bbox"": ""(11, 18, 11, 18)"", ""color"": 3, ""delta_counts"": {""0,17"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 17.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(11, 1, 11, 1)"", ""top_delta"": ""(0, 17):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 4, ""added_bbox"": ""(4, 9, 17, 11)"", ""color"": 5, ""delta_counts"": {""0,-13"": 1, ""0,2"": 1, ""0,3"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.25, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 6.5, ""output_count"": 30, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(4, 1, 17, 24)"", ""top_delta"": ""(0, 3):1 (0, 2):1 (0, 8):1 (0, -13):1"", ""top_line_type"": ""horizontal:4""}, {""added"": 2, ""added_bbox"": ""(15, 5, 16, 5)"", ""color"": 7, ""delta_counts"": {""0,-19"": 1, ""0,-24"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 21.5, ""output_count"": 28, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(15, 24, 16, 29)"", ""top_delta"": ""(0, -24):1 (0, -19):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 1, ""added_bbox"": ""(1, 27, 1, 27)"", ""color"": 9, ""delta_counts"": {""0,-1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 28, 1, 28)"", ""top_delta"": ""(0, -1):1"", ""top_line_type"": ""horizontal:1""}]","0,17",horizontal,97,"(0, 1, 25, 29)",True,"(0, 4, 25, 27)",0,8,"(26, 30)",arc-gen
